id	initL	initR	finalL	finalR	message (DEL=deleted NOC=no change MOD=modified)
7094	0	0	0	0	NOV
7095	0	2654	16	2643	MOD	skipped 0 overlaps; used 15 overlaps
7096	0	0	0	0	NOV
7097	0	26713	8	26701	MOD	skipped 0 overlaps; used 94 overlaps
7098	0	5235	0	5235	NOC	skipped 0 overlaps; used 28 overlaps
7099	0	10711	11	10710	MOD	skipped 0 overlaps; used 89 overlaps
7100	0	0	0	0	NOV
7101	0	2894	40	2888	MOD	skipped 0 overlaps; used 29 overlaps
7102	0	0	0	0	NOV
7103	0	0	0	0	NOV
7104	0	14610	59	14610	MOD	skipped 0 overlaps; used 55 overlaps
7105	0	0	0	0	NOV
7106	0	17127	29	17126	MOD	skipped 0 overlaps; used 52 overlaps
7107	0	18657	0	13845	MOD	skipped 0 overlaps; used 64 overlaps
7108	0	10343	13	10343	MOD	skipped 0 overlaps; used 308 overlaps
7109	0	13690	0	13690	NOC	skipped 0 overlaps; used 62 overlaps
7110	0	0	0	0	NOV
7111	0	2077	122	2076	MOD	skipped 0 overlaps; used 22 overlaps
7112	0	9690	28	9689	MOD	skipped 0 overlaps; used 42 overlaps
7113	0	6681	0	6680	MOD	skipped 0 overlaps; used 38 overlaps
7114	0	13165	0	13127	MOD	skipped 0 overlaps; used 311 overlaps
7115	0	8409	35	8408	MOD	skipped 0 overlaps; used 38 overlaps
7116	0	1032	0	1032	NOC	skipped 0 overlaps; used 18 overlaps
7117	0	1413	0	1413	NOC	skipped 0 overlaps; used 20 overlaps
7118	0	14739	0	14739	NOC	skipped 0 overlaps; used 120 overlaps
7119	0	11508	9	11508	MOD	skipped 0 overlaps; used 48 overlaps
7120	0	0	0	0	NOV
7121	0	6075	119	6073	MOD	skipped 0 overlaps; used 32 overlaps
7122	0	9442	7	9442	MOD	skipped 0 overlaps; used 53 overlaps
7123	0	16294	0	16294	NOC	skipped 0 overlaps; used 54 overlaps
7124	0	12519	5	12503	MOD	skipped 0 overlaps; used 43 overlaps
7125	0	0	0	0	NOV
7126	0	10252	19	10251	MOD	skipped 0 overlaps; used 35 overlaps
7127	0	2420	13	2419	MOD	skipped 0 overlaps; used 29 overlaps
7128	0	2398	29	2389	MOD	skipped 0 overlaps; used 29 overlaps
7129	0	2268	0	2264	MOD	skipped 0 overlaps; used 28 overlaps
7130	0	2411	0	2396	MOD	skipped 0 overlaps; used 29 overlaps
7131	0	11777	702	11704	MOD	skipped 0 overlaps; used 46 overlaps
7132	0	17964	8	17964	MOD	skipped 0 overlaps; used 58 overlaps
7133	0	4602	66	4439	MOD	skipped 0 overlaps; used 26 overlaps
7134	0	0	0	0	NOV
7135	0	4025	0	4001	MOD	skipped 0 overlaps; used 37 overlaps
7136	0	532	0	532	DEL	skipped 0 overlaps; used 17 overlaps
7137	0	6135	59	6134	MOD	skipped 0 overlaps; used 24 overlaps
7138	0	9017	25	9016	MOD	skipped 0 overlaps; used 115 overlaps
7139	0	1727	16	1726	MOD	skipped 0 overlaps; used 25 overlaps
7140	0	0	0	0	NOV
7141	0	19237	0	19237	NOC	skipped 0 overlaps; used 227 overlaps
7142	0	0	0	0	NOV
7143	0	20819	52	20818	MOD	skipped 0 overlaps; used 255 overlaps
7144	0	12097	9	12082	MOD	skipped 0 overlaps; used 187 overlaps
7145	0	14389	43	14379	MOD	skipped 0 overlaps; used 56 overlaps
7146	0	3862	18	3862	MOD	skipped 0 overlaps; used 29 overlaps
7147	0	7615	0	7614	MOD	skipped 0 overlaps; used 43 overlaps
7148	0	22466	5	22466	MOD	skipped 0 overlaps; used 137 overlaps
7149	0	9820	0	9820	NOC	skipped 0 overlaps; used 47 overlaps
7150	0	6411	149	6355	MOD	skipped 0 overlaps; used 28 overlaps
7151	0	792	2	792	DEL	skipped 0 overlaps; used 22 overlaps
7152	0	3012	0	3012	NOC	skipped 0 overlaps; used 26 overlaps
7153	0	17195	0	17194	MOD	skipped 0 overlaps; used 52 overlaps
7154	0	5342	14	5341	MOD	skipped 0 overlaps; used 26 overlaps
7155	0	1330	0	1330	NOC	skipped 0 overlaps; used 23 overlaps
7156	0	1565	12	1550	MOD	skipped 0 overlaps; used 27 overlaps
7157	0	11408	0	11388	MOD	skipped 0 overlaps; used 46 overlaps
7158	0	2880	4	2880	MOD	skipped 0 overlaps; used 24 overlaps
7159	0	4294	0	4293	MOD	skipped 0 overlaps; used 29 overlaps
7160	0	0	0	0	NOV
7161	0	4189	12	4178	MOD	skipped 0 overlaps; used 25 overlaps
7162	0	4870	15	4869	MOD	skipped 0 overlaps; used 24 overlaps
7163	0	0	0	0	NOV
7164	0	2019	0	1995	MOD	skipped 0 overlaps; used 16 overlaps
7165	0	14723	0	14723	NOC	skipped 0 overlaps; used 52 overlaps
7166	0	17665	6	17654	MOD	skipped 0 overlaps; used 371 overlaps
7167	0	0	0	0	NOV
7168	0	15561	0	15561	NOC	skipped 0 overlaps; used 221 overlaps
7169	0	1151	20	1151	MOD	skipped 0 overlaps; used 19 overlaps
7170	0	3645	1	3645	MOD	skipped 0 overlaps; used 25 overlaps
7171	0	4213	19	4213	MOD	skipped 0 overlaps; used 43 overlaps
7172	0	11161	0	11126	MOD	skipped 0 overlaps; used 48 overlaps
7173	0	8784	9	8783	MOD	skipped 0 overlaps; used 33 overlaps
7174	0	13165	0	13165	NOC	skipped 0 overlaps; used 60 overlaps
7175	0	3784	3	3783	MOD	skipped 0 overlaps; used 28 overlaps
7176	0	7147	172	7146	MOD	skipped 0 overlaps; used 27 overlaps
7177	0	6227	27	6226	MOD	skipped 0 overlaps; used 38 overlaps
7178	0	6785	1	6738	MOD	skipped 0 overlaps; used 24 overlaps
7179	0	20345	2	20258	MOD	skipped 0 overlaps; used 230 overlaps
7180	0	3313	11	3299	MOD	skipped 0 overlaps; used 30 overlaps
7181	0	14822	2	14821	MOD	skipped 0 overlaps; used 44 overlaps
7182	0	5152	20	5127	MOD	skipped 0 overlaps; used 272 overlaps
7183	0	1144	6	1144	MOD	skipped 0 overlaps; used 23 overlaps
7184	0	10958	0	10958	NOC	skipped 0 overlaps; used 44 overlaps
7185	0	6657	5	6657	MOD	skipped 0 overlaps; used 32 overlaps
7186	0	0	0	0	NOV
7187	0	13841	8	13838	MOD	skipped 0 overlaps; used 61 overlaps
7188	0	20956	9865	20955	MOD	skipped 0 overlaps; used 249 overlaps
7189	0	17608	37	17607	MOD	skipped 0 overlaps; used 49 overlaps
7190	0	9027	18	9027	MOD	skipped 0 overlaps; used 35 overlaps
7191	0	2415	7	2415	MOD	skipped 0 overlaps; used 20 overlaps
7192	0	4765	48	4739	MOD	skipped 0 overlaps; used 28 overlaps
7193	0	3650	0	3650	NOC	skipped 0 overlaps; used 24 overlaps
7194	0	5337	2	5323	MOD	skipped 0 overlaps; used 31 overlaps
7195	0	0	0	0	NOV
7196	0	13052	0	13036	MOD	skipped 0 overlaps; used 41 overlaps
7197	0	7567	14	7566	MOD	skipped 0 overlaps; used 39 overlaps
7198	0	16691	5	16684	MOD	skipped 0 overlaps; used 52 overlaps
7199	0	19406	0	19395	MOD	skipped 0 overlaps; used 76 overlaps
7200	0	4677	0	4659	MOD	skipped 0 overlaps; used 31 overlaps
7201	0	7203	43	7202	MOD	skipped 0 overlaps; used 36 overlaps
7202	0	0	0	0	NOV
7203	0	0	0	0	NOV
7204	0	10424	0	10423	MOD	skipped 0 overlaps; used 188 overlaps
7205	0	1622	3	1621	MOD	skipped 0 overlaps; used 22 overlaps
7206	0	4491	18	4477	MOD	skipped 0 overlaps; used 32 overlaps
7207	0	19015	21	19009	MOD	skipped 0 overlaps; used 65 overlaps
7208	0	4458	5	4458	MOD	skipped 0 overlaps; used 20 overlaps
7209	0	2337	0	2272	MOD	skipped 0 overlaps; used 18 overlaps
7210	0	0	0	0	NOV
7211	0	19753	63	19742	MOD	skipped 0 overlaps; used 64 overlaps
7212	0	4115	0	4103	MOD	skipped 0 overlaps; used 30 overlaps
7213	0	10080	18	10080	MOD	skipped 0 overlaps; used 38 overlaps
7214	0	3742	24	3741	MOD	skipped 0 overlaps; used 23 overlaps
7215	0	5452	0	5451	MOD	skipped 0 overlaps; used 21 overlaps
7216	0	6028	0	6028	NOC	skipped 0 overlaps; used 26 overlaps
7217	0	12311	83	12246	MOD	skipped 0 overlaps; used 56 overlaps
7218	0	2631	0	2628	MOD	skipped 0 overlaps; used 26 overlaps
7219	0	2672	0	2671	MOD	skipped 0 overlaps; used 26 overlaps
7220	0	2577	0	2577	NOC	skipped 0 overlaps; used 26 overlaps
7221	0	2673	0	2656	MOD	skipped 0 overlaps; used 26 overlaps
7222	0	2008	17	2008	MOD	skipped 0 overlaps; used 51 overlaps
7223	0	7785	45	7294	MOD	skipped 0 overlaps; used 36 overlaps
7224	0	23273	46	23258	MOD	skipped 0 overlaps; used 72 overlaps
7225	0	10400	43	10378	MOD	skipped 0 overlaps; used 200 overlaps
7226	0	1331	0	1331	NOC	skipped 0 overlaps; used 25 overlaps
7227	0	2386	17	2386	MOD	skipped 0 overlaps; used 16 overlaps
7228	0	14033	7	14033	MOD	skipped 0 overlaps; used 51 overlaps
7229	0	1268	7	1251	MOD	skipped 0 overlaps; used 18 overlaps
7230	0	4197	0	3951	MOD	skipped 0 overlaps; used 36 overlaps
7231	0	14960	0	14950	MOD	skipped 0 overlaps; used 59 overlaps
7232	0	5763	22	5748	MOD	skipped 0 overlaps; used 315 overlaps
7233	0	942	428	942	DEL	skipped 0 overlaps; used 1 overlaps
7234	0	9914	12	9907	MOD	skipped 0 overlaps; used 313 overlaps
7235	0	5059	3	5039	MOD	skipped 0 overlaps; used 26 overlaps
7236	0	7389	1	7388	MOD	skipped 0 overlaps; used 33 overlaps
7237	0	5397	6	5353	MOD	skipped 0 overlaps; used 35 overlaps
7238	0	17082	55	17082	MOD	skipped 0 overlaps; used 73 overlaps
7239	0	3497	23	3301	MOD	skipped 0 overlaps; used 31 overlaps
7240	0	10750	0	10739	MOD	skipped 0 overlaps; used 43 overlaps
7241	0	9333	11	9332	MOD	skipped 0 overlaps; used 37 overlaps
7242	0	17201	31	17200	MOD	skipped 0 overlaps; used 65 overlaps
7243	0	15388	0	15378	MOD	skipped 0 overlaps; used 45 overlaps
7244	0	1150	55	1150	MOD	skipped 0 overlaps; used 19 overlaps
7245	0	0	0	0	NOV
7246	0	26152	0	26145	MOD	skipped 0 overlaps; used 74 overlaps
7247	0	0	0	0	NOV
7248	0	2956	33	2951	MOD	skipped 0 overlaps; used 29 overlaps
7249	0	9662	0	9118	MOD	skipped 0 overlaps; used 28 overlaps
7250	0	2800	0	2800	NOC	skipped 0 overlaps; used 23 overlaps
7251	0	2825	0	2824	MOD	skipped 0 overlaps; used 23 overlaps
7252	0	2817	11	2817	MOD	skipped 0 overlaps; used 23 overlaps
7253	0	2835	16	2813	MOD	skipped 0 overlaps; used 23 overlaps
7254	0	2005	0	2005	NOC	skipped 0 overlaps; used 34 overlaps
7255	0	15251	0	15250	MOD	skipped 0 overlaps; used 217 overlaps
7256	0	15859	0	15859	NOC	skipped 0 overlaps; used 51 overlaps
7257	0	12136	88	12129	MOD	skipped 0 overlaps; used 49 overlaps
7258	0	1647	35	1647	MOD	skipped 0 overlaps; used 26 overlaps
7259	0	5364	47	5364	MOD	skipped 0 overlaps; used 33 overlaps
7260	0	2206	0	2192	MOD	skipped 0 overlaps; used 17 overlaps
7261	0	7272	0	7254	MOD	skipped 0 overlaps; used 34 overlaps
7262	0	7390	14	7389	MOD	skipped 0 overlaps; used 41 overlaps
7263	0	3040	6	3040	MOD	skipped 0 overlaps; used 21 overlaps
7264	0	2757	11	2757	MOD	skipped 0 overlaps; used 20 overlaps
7265	0	9187	14	9150	MOD	skipped 0 overlaps; used 37 overlaps
7266	0	5585	0	5585	NOC	skipped 0 overlaps; used 32 overlaps
7267	0	0	0	0	NOV
7268	0	4580	0	4580	NOC	skipped 0 overlaps; used 29 overlaps
7269	0	7847	14	7833	MOD	skipped 0 overlaps; used 46 overlaps
7270	0	13148	38	13125	MOD	skipped 0 overlaps; used 50 overlaps
7271	0	9112	0	9111	MOD	skipped 0 overlaps; used 43 overlaps
7272	0	10598	18	10597	MOD	skipped 0 overlaps; used 43 overlaps
7273	0	6421	18	6362	MOD	skipped 0 overlaps; used 30 overlaps
7274	0	10513	69	10494	MOD	skipped 0 overlaps; used 46 overlaps
7275	0	0	0	0	NOV
7276	0	5097	29	5058	MOD	skipped 0 overlaps; used 27 overlaps
7277	0	0	0	0	NOV
7278	0	6787	11	6786	MOD	skipped 0 overlaps; used 46 overlaps
7279	0	2096	16	2081	MOD	skipped 0 overlaps; used 12 overlaps
7280	0	10838	1	10787	MOD	skipped 0 overlaps; used 38 overlaps
7281	0	6348	34	6323	MOD	skipped 0 overlaps; used 51 overlaps
7282	0	5841	16	5841	MOD	skipped 0 overlaps; used 30 overlaps
7283	0	7952	40	7952	MOD	skipped 0 overlaps; used 27 overlaps
7284	0	0	0	0	NOV
7285	0	2287	0	2286	MOD	skipped 0 overlaps; used 21 overlaps
7286	0	4374	2	4373	MOD	skipped 0 overlaps; used 28 overlaps
7287	0	16784	29	16783	MOD	skipped 0 overlaps; used 245 overlaps
7288	0	10150	0	10134	MOD	skipped 0 overlaps; used 37 overlaps
7289	0	3924	0	3912	MOD	skipped 0 overlaps; used 24 overlaps
7290	0	4694	0	4693	MOD	skipped 0 overlaps; used 31 overlaps
7291	0	10330	0	10321	MOD	skipped 0 overlaps; used 43 overlaps
7292	0	8143	9	8143	MOD	skipped 0 overlaps; used 27 overlaps
7293	0	7434	17	7418	MOD	skipped 0 overlaps; used 48 overlaps
7294	0	553	0	553	DEL	skipped 0 overlaps; used 23 overlaps
7295	0	5277	23	5277	MOD	skipped 0 overlaps; used 23 overlaps
7296	0	3628	29	3627	MOD	skipped 0 overlaps; used 22 overlaps
7297	0	17233	9	17225	MOD	skipped 0 overlaps; used 74 overlaps
7298	0	19884	13	19846	MOD	skipped 0 overlaps; used 67 overlaps
7299	0	5595	4	5589	MOD	skipped 0 overlaps; used 31 overlaps
7300	0	15956	37	15938	MOD	skipped 0 overlaps; used 45 overlaps
7301	0	1751	81	1751	MOD	skipped 0 overlaps; used 28 overlaps
7302	0	0	0	0	NOV
7303	0	17496	0	17362	MOD	skipped 0 overlaps; used 57 overlaps
7304	0	13467	0	13466	MOD	skipped 0 overlaps; used 45 overlaps
7305	0	0	0	0	NOV
7306	0	1072	60	1071	MOD	skipped 0 overlaps; used 25 overlaps
7307	0	0	0	0	NOV
7308	0	5195	0	5194	MOD	skipped 0 overlaps; used 33 overlaps
7309	0	11225	5	11224	MOD	skipped 0 overlaps; used 40 overlaps
7310	0	3954	0	3941	MOD	skipped 0 overlaps; used 22 overlaps
7311	0	12176	8	12176	MOD	skipped 0 overlaps; used 457 overlaps
7312	0	6792	0	6792	NOC	skipped 0 overlaps; used 35 overlaps
7313	0	3550	0	3549	MOD	skipped 0 overlaps; used 24 overlaps
7314	0	27458	22	27458	MOD	skipped 0 overlaps; used 89 overlaps
7315	0	8150	0	8130	MOD	skipped 0 overlaps; used 40 overlaps
7316	0	3397	9	3396	MOD	skipped 0 overlaps; used 34 overlaps
7317	0	21664	7	21664	MOD	skipped 0 overlaps; used 79 overlaps
7318	0	3440	32	3440	MOD	skipped 0 overlaps; used 27 overlaps
7319	0	3221	10	3210	MOD	skipped 0 overlaps; used 26 overlaps
7320	0	9118	14	9117	MOD	skipped 0 overlaps; used 34 overlaps
7321	0	12371	0	12370	MOD	skipped 0 overlaps; used 42 overlaps
7322	0	7198	0	7190	MOD	skipped 0 overlaps; used 36 overlaps
7323	0	3565	0	3548	MOD	skipped 0 overlaps; used 20 overlaps
7324	0	2399	6	2331	MOD	skipped 0 overlaps; used 33 overlaps
7325	0	8020	60	8013	MOD	skipped 0 overlaps; used 30 overlaps
7326	0	4455	6	4455	MOD	skipped 0 overlaps; used 176 overlaps
7327	0	0	0	0	NOV
7328	0	20348	0	20347	MOD	skipped 0 overlaps; used 62 overlaps
7329	0	7450	6	7450	MOD	skipped 0 overlaps; used 33 overlaps
7330	0	2570	38	2570	MOD	skipped 0 overlaps; used 25 overlaps
7331	0	23982	0	23981	MOD	skipped 0 overlaps; used 338 overlaps
7332	0	6301	0	6301	NOC	skipped 0 overlaps; used 37 overlaps
7333	0	7120	15	7118	MOD	skipped 0 overlaps; used 280 overlaps
7334	0	10591	3	10590	MOD	skipped 0 overlaps; used 44 overlaps
7335	0	0	0	0	NOV
7336	0	5141	29	5140	MOD	skipped 0 overlaps; used 37 overlaps
7337	0	4055	19	4055	MOD	skipped 0 overlaps; used 38 overlaps
7338	0	16443	54	16443	MOD	skipped 0 overlaps; used 47 overlaps
7339	0	2543	13	2543	MOD	skipped 0 overlaps; used 50 overlaps
7340	0	17050	3	17035	MOD	skipped 0 overlaps; used 58 overlaps
7341	0	5493	28	5493	MOD	skipped 0 overlaps; used 28 overlaps
7342	0	10434	28	10415	MOD	skipped 0 overlaps; used 37 overlaps
7343	0	24064	24	24064	MOD	skipped 0 overlaps; used 125 overlaps
7344	0	10701	18	10689	MOD	skipped 0 overlaps; used 87 overlaps
7345	0	1993	4	1306	MOD	skipped 0 overlaps; used 29 overlaps
7346	0	2439	107	2411	MOD	skipped 0 overlaps; used 29 overlaps
7347	0	0	0	0	NOV
7348	0	0	0	0	NOV
7349	0	12496	7	12487	MOD	skipped 0 overlaps; used 45 overlaps
7350	0	4415	0	4415	NOC	skipped 0 overlaps; used 28 overlaps
7351	0	3346	0	3345	MOD	skipped 0 overlaps; used 28 overlaps
7352	0	0	0	0	NOV
7353	0	0	0	0	NOV
7354	0	18738	10	18737	MOD	skipped 0 overlaps; used 138 overlaps
7355	0	17729	0	17725	MOD	skipped 0 overlaps; used 48 overlaps
7356	0	9331	30	9330	MOD	skipped 0 overlaps; used 47 overlaps
7357	0	14968	19	14968	MOD	skipped 0 overlaps; used 58 overlaps
7358	0	3054	3	3050	MOD	skipped 0 overlaps; used 21 overlaps
7359	0	0	0	0	NOV
7360	0	3936	68	3935	MOD	skipped 0 overlaps; used 23 overlaps
7361	0	15720	0	15502	MOD	skipped 0 overlaps; used 55 overlaps
7362	0	14968	0	14968	NOC	skipped 0 overlaps; used 58 overlaps
7363	0	3236	59	3236	MOD	skipped 0 overlaps; used 25 overlaps
7364	0	12919	0	12837	MOD	skipped 0 overlaps; used 55 overlaps
7365	0	19656	26	19655	MOD	skipped 0 overlaps; used 48 overlaps
7366	0	14176	0	14148	MOD	skipped 0 overlaps; used 50 overlaps
7367	0	20398	39	20397	MOD	skipped 0 overlaps; used 218 overlaps
7368	0	3836	43	3814	MOD	skipped 0 overlaps; used 30 overlaps
7369	0	3686	18	3686	MOD	skipped 0 overlaps; used 26 overlaps
7370	0	1313	32	1313	MOD	skipped 0 overlaps; used 20 overlaps
7371	0	12294	11	12294	MOD	skipped 0 overlaps; used 25 overlaps
7372	0	15712	53	15682	MOD	skipped 0 overlaps; used 210 overlaps
7373	0	1775	0	1757	MOD	skipped 0 overlaps; used 26 overlaps
7374	0	13981	0	13327	MOD	skipped 0 overlaps; used 52 overlaps
7375	0	15681	17	15665	MOD	skipped 0 overlaps; used 152 overlaps
7376	0	7550	0	7549	MOD	skipped 0 overlaps; used 43 overlaps
7377	0	2741	0	2741	NOC	skipped 0 overlaps; used 59 overlaps
7378	0	14616	5	14615	MOD	skipped 0 overlaps; used 203 overlaps
7379	0	0	0	0	NOV
7380	0	24969	15	24956	MOD	skipped 0 overlaps; used 74 overlaps
7381	0	0	0	0	NOV
7382	0	9996	11	9996	MOD	skipped 0 overlaps; used 33 overlaps
7383	0	3850	0	3850	NOC	skipped 0 overlaps; used 23 overlaps
7384	0	7015	0	7015	NOC	skipped 0 overlaps; used 35 overlaps
7385	0	7711	15	7697	MOD	skipped 0 overlaps; used 29 overlaps
7386	0	2516	0	2516	NOC	skipped 0 overlaps; used 25 overlaps
7387	0	13452	74	13452	MOD	skipped 0 overlaps; used 39 overlaps
7388	0	20125	1	20124	MOD	skipped 0 overlaps; used 317 overlaps
7389	0	11626	5	11609	MOD	skipped 0 overlaps; used 43 overlaps
7390	0	7214	0	7213	MOD	skipped 0 overlaps; used 43 overlaps
7391	0	12894	16	12894	MOD	skipped 0 overlaps; used 63 overlaps
7392	0	8982	10	8869	MOD	skipped 0 overlaps; used 310 overlaps
7393	0	16622	10	16582	MOD	skipped 0 overlaps; used 64 overlaps
7394	0	8803	0	8802	MOD	skipped 0 overlaps; used 47 overlaps
7395	0	7441	19	7441	MOD	skipped 0 overlaps; used 33 overlaps
7396	0	4431	9	4431	MOD	skipped 0 overlaps; used 150 overlaps
7397	0	8836	9	8836	MOD	skipped 0 overlaps; used 46 overlaps
7398	0	4847	26	4846	MOD	skipped 0 overlaps; used 49 overlaps
7399	0	9275	11	9253	MOD	skipped 0 overlaps; used 34 overlaps
7400	0	9632	0	9186	MOD	skipped 0 overlaps; used 35 overlaps
7401	0	937	0	876	DEL	skipped 0 overlaps; used 27 overlaps
7402	0	11071	13	11071	MOD	skipped 0 overlaps; used 45 overlaps
7403	0	18030	18	18030	MOD	skipped 0 overlaps; used 482 overlaps
7404	0	3381	134	3381	MOD	skipped 0 overlaps; used 32 overlaps
7405	0	8571	3	8570	MOD	skipped 0 overlaps; used 187 overlaps
7406	0	1096	0	1080	MOD	skipped 0 overlaps; used 21 overlaps
7407	0	0	0	0	NOV
7408	0	1487	93	1483	MOD	skipped 0 overlaps; used 19 overlaps
7409	0	0	0	0	NOV
7410	0	4792	25	4787	MOD	skipped 0 overlaps; used 42 overlaps
7411	0	9514	21	9494	MOD	skipped 0 overlaps; used 39 overlaps
7412	0	0	0	0	NOV
7413	0	1891	145	1891	MOD	skipped 0 overlaps; used 21 overlaps
7414	0	14331	0	14325	MOD	skipped 0 overlaps; used 164 overlaps
7415	0	7258	0	7258	NOC	skipped 0 overlaps; used 34 overlaps
7416	0	19837	74	19837	MOD	skipped 0 overlaps; used 71 overlaps
7417	0	0	0	0	NOV
7418	0	5327	42	5324	MOD	skipped 0 overlaps; used 47 overlaps
7419	0	12161	41	12161	MOD	skipped 0 overlaps; used 43 overlaps
7420	0	5246	0	5246	NOC	skipped 0 overlaps; used 35 overlaps
7421	0	14094	0	14067	MOD	skipped 0 overlaps; used 48 overlaps
7422	0	19613	23	19607	MOD	skipped 0 overlaps; used 208 overlaps
7423	0	2849	496	2849	MOD	skipped 0 overlaps; used 18 overlaps
7424	0	0	0	0	NOV
7425	0	1852	6	1852	MOD	skipped 0 overlaps; used 24 overlaps
7426	0	1853	5	1853	MOD	skipped 0 overlaps; used 24 overlaps
7427	0	1797	0	1797	NOC	skipped 0 overlaps; used 24 overlaps
7428	0	23179	0	23175	MOD	skipped 0 overlaps; used 98 overlaps
7429	0	6607	28	6589	MOD	skipped 0 overlaps; used 34 overlaps
7430	0	0	0	0	NOV
7431	0	5489	30	5488	MOD	skipped 0 overlaps; used 279 overlaps
7432	0	16478	22	16478	MOD	skipped 0 overlaps; used 52 overlaps
7433	0	28093	33	28092	MOD	skipped 0 overlaps; used 148 overlaps
7434	0	21662	0	21661	MOD	skipped 0 overlaps; used 71 overlaps
7435	0	4973	0	4959	MOD	skipped 0 overlaps; used 30 overlaps
7436	0	0	0	0	NOV
7437	0	12338	279	12052	MOD	skipped 0 overlaps; used 32 overlaps
7438	0	1991	14	1986	MOD	skipped 0 overlaps; used 25 overlaps
7439	0	13110	111	13041	MOD	skipped 0 overlaps; used 40 overlaps
7440	0	0	0	0	NOV
7441	0	10741	1332	10619	MOD	skipped 0 overlaps; used 170 overlaps
7442	0	5638	4	5637	MOD	skipped 0 overlaps; used 35 overlaps
7443	0	9344	116	9344	MOD	skipped 0 overlaps; used 50 overlaps
7444	0	0	0	0	NOV
7445	0	2519	0	2512	MOD	skipped 0 overlaps; used 22 overlaps
7446	0	3249	0	3234	MOD	skipped 0 overlaps; used 26 overlaps
7447	0	0	0	0	NOV
7448	0	15914	19	15914	MOD	skipped 0 overlaps; used 54 overlaps
7449	0	13002	0	13001	MOD	skipped 0 overlaps; used 43 overlaps
7450	0	0	0	0	NOV
7451	0	0	0	0	NOV
7452	0	6998	0	6997	MOD	skipped 0 overlaps; used 295 overlaps
7453	0	4141	0	4135	MOD	skipped 0 overlaps; used 27 overlaps
7454	0	0	0	0	NOV
7455	0	7733	29	7733	MOD	skipped 0 overlaps; used 49 overlaps
7456	0	22513	38	22502	MOD	skipped 0 overlaps; used 143 overlaps
7457	0	1465	6	1465	MOD	skipped 0 overlaps; used 23 overlaps
7458	0	16286	13	16285	MOD	skipped 0 overlaps; used 72 overlaps
7459	0	14844	0	14820	MOD	skipped 0 overlaps; used 130 overlaps
7460	0	20100	66	20090	MOD	skipped 0 overlaps; used 64 overlaps
7461	0	20424	0	20418	MOD	skipped 0 overlaps; used 136 overlaps
7462	0	2027	18	2022	MOD	skipped 0 overlaps; used 20 overlaps
7463	0	8934	0	8848	MOD	skipped 0 overlaps; used 34 overlaps
7464	0	1941	0	1941	NOC	skipped 0 overlaps; used 28 overlaps
7465	0	9808	0	9807	MOD	skipped 0 overlaps; used 49 overlaps
7466	0	6796	23	6796	MOD	skipped 0 overlaps; used 22 overlaps
7467	0	22096	34	22095	MOD	skipped 0 overlaps; used 76 overlaps
7468	0	18996	37	18996	MOD	skipped 0 overlaps; used 52 overlaps
7469	0	8615	1747	8606	MOD	skipped 0 overlaps; used 55 overlaps
7470	0	4555	1	4555	MOD	skipped 0 overlaps; used 28 overlaps
7471	0	11946	18	11943	MOD	skipped 0 overlaps; used 43 overlaps
7472	0	3530	0	3530	NOC	skipped 0 overlaps; used 30 overlaps
7473	0	1328	0	1328	NOC	skipped 0 overlaps; used 16 overlaps
7474	0	14296	33	14189	MOD	skipped 0 overlaps; used 62 overlaps
7475	0	5371	0	5367	MOD	skipped 0 overlaps; used 31 overlaps
7476	0	17487	3	14875	MOD	skipped 0 overlaps; used 199 overlaps
7477	0	8022	210	8022	MOD	skipped 0 overlaps; used 45 overlaps
7478	0	18115	23	18102	MOD	skipped 0 overlaps; used 67 overlaps
7479	0	9876	150	9846	MOD	skipped 0 overlaps; used 32 overlaps
7480	0	5380	17	5376	MOD	skipped 0 overlaps; used 26 overlaps
7481	0	4617	56	4617	MOD	skipped 0 overlaps; used 34 overlaps
7482	0	11852	14	11851	MOD	skipped 0 overlaps; used 48 overlaps
7483	0	8104	28	8104	MOD	skipped 0 overlaps; used 35 overlaps
7484	0	19238	64	19216	MOD	skipped 0 overlaps; used 58 overlaps
7485	0	3105	28	3105	MOD	skipped 0 overlaps; used 24 overlaps
7486	0	2273	3	2273	MOD	skipped 0 overlaps; used 27 overlaps
7487	0	1423	0	1411	MOD	skipped 0 overlaps; used 27 overlaps
7488	0	11646	0	11620	MOD	skipped 0 overlaps; used 49 overlaps
7489	0	971	329	947	DEL	skipped 0 overlaps; used 17 overlaps
7490	0	10641	118	10640	MOD	skipped 0 overlaps; used 39 overlaps
7491	0	3623	9	3225	MOD	skipped 0 overlaps; used 19 overlaps
7492	0	9944	5	8193	MOD	skipped 0 overlaps; used 35 overlaps
7493	0	14843	0	14842	MOD	skipped 0 overlaps; used 62 overlaps
7494	0	6389	0	6374	MOD	skipped 0 overlaps; used 39 overlaps
7495	0	3029	0	3014	MOD	skipped 0 overlaps; used 23 overlaps
7496	0	2713	51	2712	MOD	skipped 0 overlaps; used 21 overlaps
7497	0	12224	12	12193	MOD	skipped 0 overlaps; used 46 overlaps
7498	0	16376	10	16376	MOD	skipped 0 overlaps; used 59 overlaps
7499	0	7091	30	7083	MOD	skipped 0 overlaps; used 36 overlaps
7500	0	1619	57	1617	MOD	skipped 0 overlaps; used 21 overlaps
