id	initL	initR	finalL	finalR	message (DEL=deleted NOC=no change MOD=modified)
3584	0	6701	8	6682	MOD	skipped 0 overlaps; used 38 overlaps
3585	0	3994	22	3960	MOD	skipped 0 overlaps; used 31 overlaps
3586	0	20779	154	20779	MOD	skipped 0 overlaps; used 223 overlaps
3587	0	8718	3	8677	MOD	skipped 0 overlaps; used 30 overlaps
3588	0	6288	47	6287	MOD	skipped 0 overlaps; used 29 overlaps
3589	0	19851	13	19850	MOD	skipped 0 overlaps; used 80 overlaps
3590	0	12697	0	12683	MOD	skipped 0 overlaps; used 63 overlaps
3591	0	6773	13	6772	MOD	skipped 0 overlaps; used 47 overlaps
3592	0	10289	72	10285	MOD	skipped 0 overlaps; used 45 overlaps
3593	0	8395	22	8395	MOD	skipped 0 overlaps; used 32 overlaps
3594	0	3064	0	3064	NOC	skipped 0 overlaps; used 29 overlaps
3595	0	0	0	0	NOV
3596	0	5981	0	5973	MOD	skipped 0 overlaps; used 26 overlaps
3597	0	14467	12	14423	MOD	skipped 0 overlaps; used 59 overlaps
3598	0	13312	0	13312	NOC	skipped 0 overlaps; used 48 overlaps
3599	0	4294	8	4293	MOD	skipped 0 overlaps; used 25 overlaps
3600	0	1091	7	1091	MOD	skipped 0 overlaps; used 18 overlaps
3601	0	27280	48	27269	MOD	skipped 0 overlaps; used 78 overlaps
3602	0	14607	1	14604	MOD	skipped 0 overlaps; used 51 overlaps
3603	0	5613	20	5612	MOD	skipped 0 overlaps; used 33 overlaps
3604	0	6482	17	6475	MOD	skipped 0 overlaps; used 23 overlaps
3605	0	3449	0	3430	MOD	skipped 0 overlaps; used 25 overlaps
3606	0	5075	0	5074	MOD	skipped 0 overlaps; used 34 overlaps
3607	0	5594	6	5593	MOD	skipped 0 overlaps; used 33 overlaps
3608	0	6926	308	6912	MOD	skipped 0 overlaps; used 31 overlaps
3609	0	0	0	0	NOV
3610	0	3086	16	3086	MOD	skipped 0 overlaps; used 25 overlaps
3611	0	8985	53	8978	MOD	skipped 0 overlaps; used 45 overlaps
3612	0	0	0	0	NOV
3613	0	1942	18	1942	MOD	skipped 0 overlaps; used 25 overlaps
3614	0	8623	27	8622	MOD	skipped 0 overlaps; used 32 overlaps
3615	0	16754	0	16746	MOD	skipped 0 overlaps; used 73 overlaps
3616	0	3790	3	3771	MOD	skipped 0 overlaps; used 25 overlaps
3617	0	3212	0	3204	MOD	skipped 0 overlaps; used 34 overlaps
3618	0	11345	38	11345	MOD	skipped 0 overlaps; used 49 overlaps
3619	0	23727	68	23726	MOD	skipped 0 overlaps; used 79 overlaps
3620	0	4002	798	4002	MOD	skipped 0 overlaps; used 31 overlaps
3621	0	11725	0	11725	NOC	skipped 0 overlaps; used 43 overlaps
3622	0	15087	0	15086	MOD	skipped 0 overlaps; used 77 overlaps
3623	0	6834	26	6821	MOD	skipped 0 overlaps; used 32 overlaps
3624	0	20122	17	20122	MOD	skipped 0 overlaps; used 61 overlaps
3625	0	1410	176	1410	MOD	skipped 0 overlaps; used 23 overlaps
3626	0	1643	1	1620	MOD	skipped 0 overlaps; used 15 overlaps
3627	0	14622	789	14622	MOD	skipped 0 overlaps; used 58 overlaps
3628	0	5203	7	5173	MOD	skipped 0 overlaps; used 34 overlaps
3629	0	18285	0	18284	MOD	skipped 0 overlaps; used 63 overlaps
3630	0	11488	134	11477	MOD	skipped 0 overlaps; used 43 overlaps
3631	0	16003	0	16003	NOC	skipped 0 overlaps; used 43 overlaps
3632	0	10662	18	10662	MOD	skipped 0 overlaps; used 49 overlaps
3633	0	1668	0	1668	NOC	skipped 0 overlaps; used 27 overlaps
3634	0	4793	0	4784	MOD	skipped 0 overlaps; used 28 overlaps
3635	0	10047	16	10047	MOD	skipped 0 overlaps; used 39 overlaps
3636	0	1864	0	1864	NOC	skipped 0 overlaps; used 30 overlaps
3637	0	7636	1	7635	MOD	skipped 0 overlaps; used 31 overlaps
3638	0	2693	0	2670	MOD	skipped 0 overlaps; used 30 overlaps
3639	0	2663	18	2663	MOD	skipped 0 overlaps; used 30 overlaps
3640	0	2587	1	2486	MOD	skipped 0 overlaps; used 30 overlaps
3641	0	19309	13	19309	MOD	skipped 0 overlaps; used 77 overlaps
3642	0	1185	67	1179	MOD	skipped 0 overlaps; used 18 overlaps
3643	0	8443	0	8442	MOD	skipped 0 overlaps; used 49 overlaps
3644	0	2255	0	2251	MOD	skipped 0 overlaps; used 20 overlaps
3645	0	2644	29	2643	MOD	skipped 0 overlaps; used 23 overlaps
3646	0	2647	34	2630	MOD	skipped 0 overlaps; used 23 overlaps
3647	0	2629	0	2629	NOC	skipped 0 overlaps; used 23 overlaps
3648	0	11913	8	11912	MOD	skipped 0 overlaps; used 307 overlaps
3649	0	2962	4	2961	MOD	skipped 0 overlaps; used 21 overlaps
3650	0	0	0	0	NOV
3651	0	7207	9	7206	MOD	skipped 0 overlaps; used 38 overlaps
3652	0	11813	8	11813	MOD	skipped 0 overlaps; used 45 overlaps
3653	0	7725	2	7714	MOD	skipped 0 overlaps; used 43 overlaps
3654	0	9753	243	9750	MOD	skipped 0 overlaps; used 47 overlaps
3655	0	8501	9	8092	MOD	skipped 0 overlaps; used 45 overlaps
3656	0	14268	114	14254	MOD	skipped 0 overlaps; used 46 overlaps
3657	0	22175	0	22174	MOD	skipped 0 overlaps; used 243 overlaps
3658	0	13551	3	13547	MOD	skipped 0 overlaps; used 37 overlaps
3659	0	7144	32	7144	MOD	skipped 0 overlaps; used 36 overlaps
3660	0	0	0	0	NOV
3661	0	1631	5	1615	MOD	skipped 0 overlaps; used 15 overlaps
3662	0	1563	10	1563	MOD	skipped 0 overlaps; used 15 overlaps
3663	0	1609	6	1604	MOD	skipped 0 overlaps; used 15 overlaps
3664	0	0	0	0	NOV
3665	0	15906	50	15906	MOD	skipped 0 overlaps; used 74 overlaps
3666	0	3308	0	3308	NOC	skipped 0 overlaps; used 25 overlaps
3667	0	5041	30	5005	MOD	skipped 0 overlaps; used 29 overlaps
3668	0	0	0	0	NOV
3669	0	648	14	648	DEL	skipped 0 overlaps; used 20 overlaps
3670	0	10864	0	9538	MOD	skipped 0 overlaps; used 40 overlaps
3671	0	1519	17	1517	MOD	skipped 0 overlaps; used 21 overlaps
3672	0	10911	0	10897	MOD	skipped 0 overlaps; used 63 overlaps
3673	0	10847	2	10839	MOD	skipped 0 overlaps; used 40 overlaps
3674	0	1102	0	1102	NOC	skipped 0 overlaps; used 17 overlaps
3675	0	10545	17	10544	MOD	skipped 0 overlaps; used 33 overlaps
3676	0	5963	0	5942	MOD	skipped 0 overlaps; used 29 overlaps
3677	0	10793	25	10769	MOD	skipped 0 overlaps; used 39 overlaps
3678	0	7470	6	7469	MOD	skipped 0 overlaps; used 75 overlaps
3679	0	25546	105	25546	MOD	skipped 0 overlaps; used 304 overlaps
3680	0	7457	0	7441	MOD	skipped 0 overlaps; used 42 overlaps
3681	0	2190	35	2188	MOD	skipped 0 overlaps; used 13 overlaps
3682	0	9989	38	9985	MOD	skipped 0 overlaps; used 41 overlaps
3683	0	3199	0	3199	NOC	skipped 0 overlaps; used 33 overlaps
3684	0	19211	27	19211	MOD	skipped 0 overlaps; used 74 overlaps
3685	0	9496	4	9491	MOD	skipped 0 overlaps; used 50 overlaps
3686	0	8297	43	8294	MOD	skipped 0 overlaps; used 42 overlaps
3687	0	10870	59	10869	MOD	skipped 0 overlaps; used 43 overlaps
3688	0	10460	0	10459	MOD	skipped 0 overlaps; used 52 overlaps
3689	0	7834	11	7810	MOD	skipped 0 overlaps; used 35 overlaps
3690	0	14045	98	13966	MOD	skipped 0 overlaps; used 52 overlaps
3691	0	4198	17	4107	MOD	skipped 0 overlaps; used 30 overlaps
3692	0	2747	6	2745	MOD	skipped 0 overlaps; used 21 overlaps
3693	0	2739	0	2739	NOC	skipped 0 overlaps; used 21 overlaps
3694	0	2706	0	2706	NOC	skipped 0 overlaps; used 20 overlaps
3695	0	11452	0	11447	MOD	skipped 0 overlaps; used 42 overlaps
3696	0	8101	10	8082	MOD	skipped 0 overlaps; used 215 overlaps
3697	0	7995	16	7988	MOD	skipped 0 overlaps; used 43 overlaps
3698	0	13619	4	13601	MOD	skipped 0 overlaps; used 51 overlaps
3699	0	7276	2775	7255	MOD	skipped 0 overlaps; used 49 overlaps
3700	0	27845	0	27844	MOD	skipped 0 overlaps; used 98 overlaps
3701	0	14507	6	14498	MOD	skipped 0 overlaps; used 51 overlaps
3702	0	4444	0	4443	MOD	skipped 0 overlaps; used 33 overlaps
3703	0	0	0	0	NOV
3704	0	16722	26	16721	MOD	skipped 0 overlaps; used 213 overlaps
3705	0	0	0	0	NOV
3706	0	0	0	0	NOV
3707	0	0	0	0	NOV
3708	0	9639	20	9600	MOD	skipped 0 overlaps; used 42 overlaps
3709	0	3006	30	2997	MOD	skipped 0 overlaps; used 32 overlaps
3710	0	11962	19	11962	MOD	skipped 0 overlaps; used 65 overlaps
3711	0	6415	69	6415	MOD	skipped 0 overlaps; used 21 overlaps
3712	0	1366	0	1366	NOC	skipped 0 overlaps; used 27 overlaps
3713	0	5317	0	5303	MOD	skipped 0 overlaps; used 31 overlaps
3714	0	9254	42	9231	MOD	skipped 0 overlaps; used 41 overlaps
3715	0	6873	24	6821	MOD	skipped 0 overlaps; used 38 overlaps
3716	0	14285	0	14272	MOD	skipped 0 overlaps; used 123 overlaps
3717	0	2017	15	2017	MOD	skipped 0 overlaps; used 27 overlaps
3718	0	1079	0	1079	NOC	skipped 0 overlaps; used 26 overlaps
3719	0	22416	16	22412	MOD	skipped 0 overlaps; used 79 overlaps
3720	0	10595	24	10585	MOD	skipped 0 overlaps; used 62 overlaps
3721	0	9688	0	9687	MOD	skipped 0 overlaps; used 103 overlaps
3722	0	12499	0	12453	MOD	skipped 0 overlaps; used 43 overlaps
3723	0	15428	2	15427	MOD	skipped 0 overlaps; used 318 overlaps
3724	0	0	0	0	NOV
3725	0	6636	0	6635	MOD	skipped 0 overlaps; used 35 overlaps
3726	0	0	0	0	NOV
3727	0	2868	0	2859	MOD	skipped 0 overlaps; used 30 overlaps
3728	0	7214	0	7212	MOD	skipped 0 overlaps; used 40 overlaps
3729	0	20203	2	20202	MOD	skipped 0 overlaps; used 162 overlaps
3730	0	2020	0	1988	MOD	skipped 0 overlaps; used 28 overlaps
3731	0	26716	43	26708	MOD	skipped 0 overlaps; used 329 overlaps
3732	0	4295	0	4294	MOD	skipped 0 overlaps; used 39 overlaps
3733	0	5522	0	5515	MOD	skipped 0 overlaps; used 27 overlaps
3734	0	2017	5	2017	MOD	skipped 0 overlaps; used 28 overlaps
3735	0	3159	0	3159	NOC	skipped 0 overlaps; used 27 overlaps
3736	0	9662	22	9661	MOD	skipped 0 overlaps; used 39 overlaps
3737	0	7649	0	7642	MOD	skipped 0 overlaps; used 41 overlaps
3738	0	12126	43	12113	MOD	skipped 0 overlaps; used 46 overlaps
3739	0	11040	32	11039	MOD	skipped 0 overlaps; used 46 overlaps
3740	0	864	19	850	DEL	skipped 0 overlaps; used 28 overlaps
3741	0	0	0	0	NOV
3742	0	5417	26	5416	MOD	skipped 0 overlaps; used 27 overlaps
3743	0	6642	0	6629	MOD	skipped 0 overlaps; used 45 overlaps
3744	0	5731	0	5717	MOD	skipped 0 overlaps; used 31 overlaps
3745	0	12228	14	12209	MOD	skipped 0 overlaps; used 42 overlaps
3746	0	1860	0	1860	NOC	skipped 0 overlaps; used 26 overlaps
3747	0	1833	0	1833	NOC	skipped 0 overlaps; used 26 overlaps
3748	0	5133	87	5133	MOD	skipped 0 overlaps; used 186 overlaps
3749	0	11078	60	11078	MOD	skipped 0 overlaps; used 42 overlaps
3750	0	15188	0	15178	MOD	skipped 0 overlaps; used 66 overlaps
3751	0	23886	33	23876	MOD	skipped 0 overlaps; used 69 overlaps
3752	0	4292	0	4259	MOD	skipped 0 overlaps; used 24 overlaps
3753	0	17563	39	17544	MOD	skipped 0 overlaps; used 254 overlaps
3754	0	1788	839	1758	DEL	skipped 0 overlaps; used 14 overlaps
3755	0	14051	0	14050	MOD	skipped 0 overlaps; used 63 overlaps
3756	0	10340	0	10340	NOC	skipped 0 overlaps; used 40 overlaps
3757	0	15240	113	15240	MOD	skipped 0 overlaps; used 64 overlaps
3758	0	10481	190	10467	MOD	skipped 0 overlaps; used 39 overlaps
3759	0	9757	4	9756	MOD	skipped 0 overlaps; used 43 overlaps
3760	0	9299	6	9298	MOD	skipped 0 overlaps; used 47 overlaps
3761	0	1748	11	1742	MOD	skipped 0 overlaps; used 25 overlaps
3762	0	7226	0	7224	MOD	skipped 0 overlaps; used 39 overlaps
3763	0	16101	55	16087	MOD	skipped 0 overlaps; used 65 overlaps
3764	0	10231	70	10230	MOD	skipped 0 overlaps; used 58 overlaps
3765	0	0	0	0	NOV
3766	0	21383	67	21374	MOD	skipped 0 overlaps; used 59 overlaps
3767	0	11415	0	11395	MOD	skipped 0 overlaps; used 109 overlaps
3768	0	10510	0	10509	MOD	skipped 0 overlaps; used 40 overlaps
3769	0	6928	0	6907	MOD	skipped 0 overlaps; used 36 overlaps
3770	0	12150	23	12133	MOD	skipped 0 overlaps; used 47 overlaps
3771	0	12544	0	12090	MOD	skipped 0 overlaps; used 53 overlaps
3772	0	4798	0	4684	MOD	skipped 0 overlaps; used 35 overlaps
3773	0	6432	2	6432	MOD	skipped 0 overlaps; used 40 overlaps
3774	0	0	0	0	NOV
3775	0	1185	24	1185	MOD	skipped 0 overlaps; used 20 overlaps
3776	0	18436	18	18404	MOD	skipped 0 overlaps; used 129 overlaps
3777	0	0	0	0	NOV
3778	0	10352	0	10352	NOC	skipped 0 overlaps; used 98 overlaps
3779	0	19152	1	19124	MOD	skipped 0 overlaps; used 55 overlaps
3780	0	21268	0	21267	MOD	skipped 0 overlaps; used 73 overlaps
3781	0	14976	17	14976	MOD	skipped 0 overlaps; used 63 overlaps
3782	0	0	0	0	NOV
3783	0	3766	0	3765	MOD	skipped 0 overlaps; used 28 overlaps
3784	0	2189	0	2164	MOD	skipped 0 overlaps; used 18 overlaps
3785	0	3595	0	3595	NOC	skipped 0 overlaps; used 31 overlaps
3786	0	15159	6	15156	MOD	skipped 0 overlaps; used 70 overlaps
3787	0	4087	0	4081	MOD	skipped 0 overlaps; used 19 overlaps
3788	0	0	0	0	NOV
3789	0	12502	2	12502	MOD	skipped 0 overlaps; used 52 overlaps
3790	0	0	0	0	NOV
3791	0	2416	0	2416	NOC	skipped 0 overlaps; used 18 overlaps
3792	0	0	0	0	NOV
3793	0	7350	35	7350	MOD	skipped 0 overlaps; used 310 overlaps
3794	0	10879	22	10852	MOD	skipped 0 overlaps; used 43 overlaps
3795	0	11145	39	11144	MOD	skipped 0 overlaps; used 316 overlaps
3796	0	4597	432	4572	MOD	skipped 0 overlaps; used 224 overlaps
3797	0	0	0	0	NOV
3798	0	11620	0	11620	NOC	skipped 0 overlaps; used 64 overlaps
3799	0	1569	0	1568	MOD	skipped 0 overlaps; used 25 overlaps
3800	0	3229	100	3224	MOD	skipped 0 overlaps; used 25 overlaps
3801	0	15813	0	15800	MOD	skipped 0 overlaps; used 60 overlaps
3802	0	2716	16	2716	MOD	skipped 0 overlaps; used 20 overlaps
3803	0	18935	0	18931	MOD	skipped 0 overlaps; used 51 overlaps
3804	0	16044	22	16026	MOD	skipped 0 overlaps; used 68 overlaps
3805	0	19118	0	19110	MOD	skipped 0 overlaps; used 50 overlaps
3806	0	5620	20	5584	MOD	skipped 0 overlaps; used 26 overlaps
3807	0	2375	3	2371	MOD	skipped 0 overlaps; used 27 overlaps
3808	0	2402	0	2402	NOC	skipped 0 overlaps; used 27 overlaps
3809	0	2180	0	2180	NOC	skipped 0 overlaps; used 26 overlaps
3810	0	15339	68	15284	MOD	skipped 0 overlaps; used 55 overlaps
3811	0	9953	0	9950	MOD	skipped 0 overlaps; used 54 overlaps
3812	0	2926	0	2926	NOC	skipped 0 overlaps; used 55 overlaps
3813	0	0	0	0	NOV
3814	0	386	0	386	NOV
3815	0	6545	0	6544	MOD	skipped 0 overlaps; used 28 overlaps
3816	0	0	0	0	NOV
3817	0	821	8	810	DEL	skipped 0 overlaps; used 17 overlaps
3818	0	6906	0	6885	MOD	skipped 0 overlaps; used 47 overlaps
3819	0	0	0	0	NOV
3820	0	15932	0	15908	MOD	skipped 0 overlaps; used 60 overlaps
3821	0	0	0	0	NOV
3822	0	3012	20	3012	MOD	skipped 0 overlaps; used 26 overlaps
3823	0	3205	0	3201	MOD	skipped 0 overlaps; used 23 overlaps
3824	0	928	19	928	DEL	skipped 0 overlaps; used 21 overlaps
3825	0	8080	3	8073	MOD	skipped 0 overlaps; used 34 overlaps
3826	0	964	0	964	DEL	skipped 0 overlaps; used 25 overlaps
3827	0	22243	33	22242	MOD	skipped 0 overlaps; used 78 overlaps
3828	0	0	0	0	NOV
3829	0	1254	16	1254	MOD	skipped 0 overlaps; used 21 overlaps
3830	0	6762	649	6682	MOD	skipped 0 overlaps; used 29 overlaps
3831	0	17259	0	17258	MOD	skipped 0 overlaps; used 68 overlaps
3832	0	0	0	0	NOV
3833	0	2799	9	2783	MOD	skipped 0 overlaps; used 19 overlaps
3834	0	14862	42	14841	MOD	skipped 0 overlaps; used 48 overlaps
3835	0	11112	16	11068	MOD	skipped 0 overlaps; used 40 overlaps
3836	0	9658	0	9653	MOD	skipped 0 overlaps; used 45 overlaps
3837	0	13892	36	13891	MOD	skipped 0 overlaps; used 52 overlaps
3838	0	2633	0	2633	NOC	skipped 0 overlaps; used 32 overlaps
3839	0	9885	7	9884	MOD	skipped 0 overlaps; used 32 overlaps
3840	0	8278	16	8200	MOD	skipped 0 overlaps; used 38 overlaps
3841	0	7250	8	7250	MOD	skipped 0 overlaps; used 64 overlaps
3842	0	2203	0	2192	MOD	skipped 0 overlaps; used 32 overlaps
3843	0	2337	46	2316	MOD	skipped 0 overlaps; used 32 overlaps
3844	0	2336	45	2306	MOD	skipped 0 overlaps; used 32 overlaps
3845	0	6257	0	6257	NOC	skipped 0 overlaps; used 28 overlaps
3846	0	19486	15	19482	MOD	skipped 0 overlaps; used 60 overlaps
3847	0	4439	0	4439	NOC	skipped 0 overlaps; used 30 overlaps
3848	0	2812	0	2812	NOC	skipped 0 overlaps; used 28 overlaps
3849	0	15146	35	15132	MOD	skipped 0 overlaps; used 162 overlaps
3850	0	11714	0	11688	MOD	skipped 0 overlaps; used 53 overlaps
3851	0	9875	38	9795	MOD	skipped 0 overlaps; used 38 overlaps
3852	0	9715	32	9658	MOD	skipped 0 overlaps; used 40 overlaps
3853	0	6506	0	6506	NOC	skipped 0 overlaps; used 25 overlaps
3854	0	16361	10	16328	MOD	skipped 0 overlaps; used 70 overlaps
3855	0	16501	37	16501	MOD	skipped 0 overlaps; used 53 overlaps
3856	0	6049	0	6048	MOD	skipped 0 overlaps; used 26 overlaps
3857	0	9536	0	9535	MOD	skipped 0 overlaps; used 46 overlaps
3858	0	10812	6	9372	MOD	skipped 0 overlaps; used 39 overlaps
3859	0	0	0	0	NOV
3860	0	0	0	0	NOV
3861	0	9167	0	9166	MOD	skipped 0 overlaps; used 314 overlaps
3862	0	1453	20	1453	MOD	skipped 0 overlaps; used 20 overlaps
3863	0	3763	27	3755	MOD	skipped 0 overlaps; used 23 overlaps
3864	0	13087	20	13086	MOD	skipped 0 overlaps; used 48 overlaps
3865	0	223	0	223	NOV
3866	0	13054	38	13015	MOD	skipped 0 overlaps; used 47 overlaps
3867	0	0	0	0	NOV
3868	0	18125	32	18125	MOD	skipped 0 overlaps; used 179 overlaps
3869	0	2615	131	2615	MOD	skipped 0 overlaps; used 23 overlaps
3870	0	7705	45	7516	MOD	skipped 0 overlaps; used 29 overlaps
3871	0	3697	4	3671	MOD	skipped 0 overlaps; used 25 overlaps
3872	0	24911	56	24887	MOD	skipped 0 overlaps; used 234 overlaps
3873	0	8057	8	8057	MOD	skipped 0 overlaps; used 32 overlaps
3874	0	11813	21	11715	MOD	skipped 0 overlaps; used 36 overlaps
3875	0	2049	0	2041	MOD	skipped 0 overlaps; used 28 overlaps
3876	0	2020	21	2020	MOD	skipped 0 overlaps; used 28 overlaps
3877	0	2058	0	2058	NOC	skipped 0 overlaps; used 28 overlaps
3878	0	3813	3	3808	MOD	skipped 0 overlaps; used 21 overlaps
3879	0	9198	0	9126	MOD	skipped 0 overlaps; used 50 overlaps
3880	0	3085	0	3085	NOC	skipped 0 overlaps; used 27 overlaps
3881	0	7842	0	7833	MOD	skipped 0 overlaps; used 49 overlaps
3882	0	1203	0	1203	NOC	skipped 0 overlaps; used 22 overlaps
3883	0	1238	0	1238	NOC	skipped 0 overlaps; used 23 overlaps
3884	0	1252	0	1252	NOC	skipped 0 overlaps; used 23 overlaps
3885	0	1270	0	1270	NOC	skipped 0 overlaps; used 23 overlaps
3886	0	834	0	834	DEL	skipped 0 overlaps; used 18 overlaps
3887	0	9447	80	9447	MOD	skipped 0 overlaps; used 44 overlaps
3888	0	2349	0	2349	NOC	skipped 0 overlaps; used 16 overlaps
3889	0	7593	3	7586	MOD	skipped 0 overlaps; used 39 overlaps
3890	0	17452	60	17451	MOD	skipped 0 overlaps; used 102 overlaps
3891	0	0	0	0	NOV
3892	0	12277	7	12264	MOD	skipped 0 overlaps; used 40 overlaps
3893	0	12292	75	12292	MOD	skipped 0 overlaps; used 40 overlaps
3894	0	1193	0	1179	MOD	skipped 0 overlaps; used 24 overlaps
3895	0	4732	3	4481	MOD	skipped 0 overlaps; used 35 overlaps
3896	0	10769	16	10768	MOD	skipped 0 overlaps; used 48 overlaps
3897	0	1374	0	1373	MOD	skipped 0 overlaps; used 14 overlaps
3898	0	4323	293	4305	MOD	skipped 0 overlaps; used 18 overlaps
3899	0	10628	0	10619	MOD	skipped 0 overlaps; used 43 overlaps
3900	0	4721	15	4686	MOD	skipped 0 overlaps; used 36 overlaps
3901	0	15083	0	15083	NOC	skipped 0 overlaps; used 48 overlaps
3902	0	4063	0	4063	NOC	skipped 0 overlaps; used 26 overlaps
3903	0	3059	74	3046	MOD	skipped 0 overlaps; used 13 overlaps
3904	0	1219	0	1214	MOD	skipped 0 overlaps; used 114 overlaps
3905	0	1444	13	1443	MOD	skipped 0 overlaps; used 22 overlaps
3906	0	0	0	0	NOV
3907	0	689	0	689	DEL	skipped 0 overlaps; used 16 overlaps
3908	0	11458	21	11458	MOD	skipped 0 overlaps; used 38 overlaps
3909	0	4314	0	4301	MOD	skipped 0 overlaps; used 28 overlaps
3910	0	8855	0	8842	MOD	skipped 0 overlaps; used 38 overlaps
3911	0	19329	0	19329	NOC	skipped 0 overlaps; used 61 overlaps
3912	0	3891	33	3890	MOD	skipped 0 overlaps; used 19 overlaps
3913	0	13634	0	13634	NOC	skipped 0 overlaps; used 60 overlaps
3914	0	1548	3	1528	MOD	skipped 0 overlaps; used 22 overlaps
3915	0	3624	34	3624	MOD	skipped 0 overlaps; used 26 overlaps
3916	0	7197	1	7196	MOD	skipped 0 overlaps; used 41 overlaps
3917	0	9271	293	9271	MOD	skipped 0 overlaps; used 39 overlaps
3918	0	19501	10	19500	MOD	skipped 0 overlaps; used 246 overlaps
3919	0	13019	20	13008	MOD	skipped 0 overlaps; used 53 overlaps
3920	0	3580	0	3579	MOD	skipped 0 overlaps; used 27 overlaps
3921	0	17988	4	17945	MOD	skipped 0 overlaps; used 52 overlaps
3922	0	0	0	0	NOV
3923	0	0	0	0	NOV
3924	0	3971	0	3971	NOC	skipped 0 overlaps; used 28 overlaps
3925	0	19219	3	19213	MOD	skipped 0 overlaps; used 122 overlaps
3926	0	19199	16	19198	MOD	skipped 0 overlaps; used 122 overlaps
3927	0	1268	0	1254	MOD	skipped 0 overlaps; used 18 overlaps
3928	0	13379	0	13354	MOD	skipped 0 overlaps; used 58 overlaps
3929	0	4994	0	4967	MOD	skipped 0 overlaps; used 21 overlaps
3930	0	2876	0	2807	MOD	skipped 0 overlaps; used 172 overlaps
3931	0	2690	0	2678	MOD	skipped 0 overlaps; used 18 overlaps
3932	0	4936	44	4931	MOD	skipped 0 overlaps; used 36 overlaps
3933	0	2039	4	2039	MOD	skipped 0 overlaps; used 22 overlaps
3934	0	2426	9	2426	MOD	skipped 0 overlaps; used 33 overlaps
3935	0	1119	0	1102	MOD	skipped 0 overlaps; used 18 overlaps
3936	0	15314	0	15314	NOC	skipped 0 overlaps; used 69 overlaps
3937	0	5001	194	4995	MOD	skipped 0 overlaps; used 37 overlaps
3938	0	0	0	0	NOV
3939	0	3895	8	3891	MOD	skipped 0 overlaps; used 17 overlaps
3940	0	13338	587	13337	MOD	skipped 0 overlaps; used 58 overlaps
3941	0	13922	11	13917	MOD	skipped 0 overlaps; used 222 overlaps
3942	0	19292	27	19292	MOD	skipped 0 overlaps; used 217 overlaps
3943	0	1916	5	1907	MOD	skipped 0 overlaps; used 17 overlaps
3944	0	15812	13	15802	MOD	skipped 0 overlaps; used 193 overlaps
3945	0	2227	15	2194	MOD	skipped 0 overlaps; used 23 overlaps
3946	0	1916	141	1916	MOD	skipped 0 overlaps; used 16 overlaps
3947	0	16869	10	16868	MOD	skipped 0 overlaps; used 69 overlaps
3948	0	0	0	0	NOV
3949	0	0	0	0	NOV
3950	0	11865	4	11813	MOD	skipped 0 overlaps; used 52 overlaps
3951	0	13721	39	13721	MOD	skipped 0 overlaps; used 46 overlaps
3952	0	9059	10	9059	MOD	skipped 0 overlaps; used 36 overlaps
3953	0	1267	0	1267	NOC	skipped 0 overlaps; used 23 overlaps
3954	0	2668	16	2668	MOD	skipped 0 overlaps; used 16 overlaps
3955	0	8523	17	8520	MOD	skipped 0 overlaps; used 37 overlaps
3956	0	7354	18	7354	MOD	skipped 0 overlaps; used 37 overlaps
3957	0	15964	0	15963	MOD	skipped 0 overlaps; used 63 overlaps
3958	0	12753	0	12752	MOD	skipped 0 overlaps; used 55 overlaps
3959	0	16774	0	16771	MOD	skipped 0 overlaps; used 48 overlaps
3960	0	7133	6	7115	MOD	skipped 0 overlaps; used 291 overlaps
3961	0	1492	5	1492	MOD	skipped 0 overlaps; used 28 overlaps
3962	0	2680	2	2660	MOD	skipped 0 overlaps; used 28 overlaps
3963	0	26235	0	26235	NOC	skipped 0 overlaps; used 72 overlaps
3964	0	3303	0	3303	NOC	skipped 0 overlaps; used 31 overlaps
3965	0	3620	0	3608	MOD	skipped 0 overlaps; used 35 overlaps
3966	0	3516	138	3497	MOD	skipped 0 overlaps; used 35 overlaps
3967	0	1495	22	1490	MOD	skipped 0 overlaps; used 32 overlaps
3968	0	4665	24	4645	MOD	skipped 0 overlaps; used 26 overlaps
3969	0	11214	39	11214	MOD	skipped 0 overlaps; used 49 overlaps
3970	0	12660	0	12660	NOC	skipped 0 overlaps; used 46 overlaps
3971	0	16541	4	16499	MOD	skipped 0 overlaps; used 59 overlaps
3972	0	17237	3	17237	MOD	skipped 0 overlaps; used 127 overlaps
3973	0	10931	7	10930	MOD	skipped 0 overlaps; used 42 overlaps
3974	0	17690	9	17676	MOD	skipped 0 overlaps; used 69 overlaps
3975	0	11891	22	11884	MOD	skipped 0 overlaps; used 48 overlaps
3976	0	21032	19	21025	MOD	skipped 0 overlaps; used 232 overlaps
3977	0	2491	10	2491	MOD	skipped 0 overlaps; used 23 overlaps
3978	0	10408	0	10408	NOC	skipped 0 overlaps; used 48 overlaps
3979	0	11113	0	11111	MOD	skipped 0 overlaps; used 40 overlaps
3980	0	12036	5	12024	MOD	skipped 0 overlaps; used 46 overlaps
3981	0	12526	5	12525	MOD	skipped 0 overlaps; used 176 overlaps
3982	0	16153	0	16153	NOC	skipped 0 overlaps; used 52 overlaps
3983	0	4812	0	4811	MOD	skipped 0 overlaps; used 32 overlaps
3984	0	1527	116	1527	MOD	skipped 0 overlaps; used 14 overlaps
