     read       raw corrected
       id    length    length
--------- --------- ---------
     3243      5296      5303
     3244      4831      4478
     3245     20726     19289
     3246      6924      6375
     3248     20210     18021
     3249      1960      1885
     3250      2862      2631
     3251     21009     19909
     3252      7705      7728
     3253      9238      8243
     3254      9823      9121
     3255     18116     16418
     3256     11784     11265
     3257     10083      9373
     3258     13867     13436
     3259     12810     12103
     3260     10782      9066
     3261      5295      5152
     3262      2034      1991
     3263      2085      1989
     3264      2030      1988
     3265      3108      2195
     3266      7259      6437
     3267      6740      6316
     3268      3017      2205
     3270     16874     15530
     3271     13526     12036
     3272      3161      1986
     3273      5831      5878
     3275      1837      1043
     3276     10470      9986
     3278     16340      6756
     3279      1451      1413
     3280      6040      5666
     3281     23208      8318
     3282      2816      2575
     3283      4695      4247
     3285      2695      2462
     3286      2550      2469
     3287      2523      2449
     3288      2590      2455
     3289      2542      2453
     3290      3739      3360
     3291      2916      2782
     3293     19584     10716
     3294      3205      2969
     3295     22765     21559
     3296     13374     11140
     3298      4666      4478
     3299      8618      8275
     3300      6743      6483
     3301      7136      6875
     3302     20744     19295
     3303      3668      1055
     3304      2305      2073
     3305      8735      8364
     3306     13253     11697
     3307      5871      5395
     3309     10688     10155
     3311      3241      2968
     3312      3628      3245
     3313      3468      3242
     3314      3451      3226
     3315      3535      3200
     3316     10595      9548
     3317     10130      9383
     3318     16031      5471
     3320      5712      2997
     3321      5941      5753
     3322     14733     10126
     3323     20707     19825
     3324     12574     11687
     3325      3342      2836
     3327      8127       808
     3328      4050      3735
     3330      4947      4439
     3331      5643      5344
     3332      2861      2555
     3333     11212     10502
     3334     15317     14364
     3335      9326      9749
     3336     23516     22309
     3337      3803      3280
     3338      3749      3586
     3339     18203     16981
     3341      2290      1003
     3342     16690     15315
     3343     23816     22331
     3344      7524      7103
     3345     13398      4198
     3346      1680      1420
     3347      5531      5670
     3348      9289      9384
     3349      6946      6100
     3350      3873      2825
     3351      6594      6136
     3353      2056      1882
     3354      4760      4702
     3356      2190      1552
     3357     17523     16650
     3358     16010     15073
     3359      2700      2342
     3360     12505     12556
     3362     21767     21070
     3363     10446      9968
     3364      8813      8370
     3365     20461     18694
     3366      5130      5128
     3367      8245      1289
     3368     10459      9373
     3369     20500     19400
     3370      8871      7861
     3371      3010      2872
     3372      5322      5022
     3373     21774     14194
     3374     10349      9975
     3375     10963     10691
     3377     19257     18964
     3378      9710      8914
     3379     12457     11839
     3380      8642      7323
     3381     13175     12310
     3382      5087      4743
     3383     28553     15344
     3385     13191     12473
     3386      9972      9312
     3387     18334     16048
     3388     15521     15100
     3389      5133      4734
     3390      7664      7268
     3392     17265     16524
     3394     16305     15057
     3395      6755      5564
     3396     13222     11488
     3397     13371      9684
     3398     15244     14611
     3399     10891     10542
     3402      8041      7682
     3403      3740      3521
     3404     27411     25589
     3405     11156     10292
     3406      6505      5402
     3407      6467      6093
     3408      5104       956
     3409     10036      9727
     3410      1024       912
     3412      5378      4901
     3413      4896      4782
     3414      5329      5122
     3415      7235      6542
     3416     16395     15785
     3417     20749     20881
     3418      2437      2313
     3419      2017      1890
     3420      2018      1923
     3421      2043      1920
     3424      3535       833
     3425     10745     10253
     3427      9934      9575
     3428     10759     10009
     3429     28158       331
     3430      6877      6149
     3432      7366      6846
     3433      1185      1062
     3434      8479      5298
     3435      6108      6009
     3436      2246      1931
     3437      7483      5971
     3438     12253     11545
     3439     16457     15795
     3440     10984      9442
     3441      7760      3476
     3442     20233     19260
     3443     19628     19243
     3444      8501      8680
     3445     22828     21244
     3446      1663      1193
     3447     15795     15078
     3448      3467      3223
     3449     16046     16365
     3450      8957      8883
     3451     17645     16890
     3452      8017      7284
     3453      7131      3884
     3454     14715     14549
     3455      2967      1803
     3456      6153      5383
     3457     16541     15581
     3458      7582      6533
     3459     20212     21171
     3460      1742      1633
     3462      9683      8994
     3463     11690      6878
     3464      5866      3018
     3466     25201       921
     3467      6812      6088
     3468     15017     13373
     3469      2849      2638
     3470      9434      9163
     3471     11502     11375
     3472      4397      3884
     3473      3727      3140
     3475      3816      3435
     3476      4556      4245
     3477     18192     16247
     3478     12852     12557
     3479      4014      3682
     3480      3903      3705
     3481      3822      3699
     3482     13557     13068
     3483     11250     10386
     3484      4663      4087
     3485     11387     10928
     3486      5079      4777
     3487      3120      2736
     3489      5596      4783
     3490      6963      6368
     3491     15735     14573
     3492      1503      1080
     3493      7644      2552
     3495     12808     11831
     3496      2293      2039
     3497     10169      9731
     3503     13660     13737
     3504     19565     18201
     3506     20425     19476
     3507     12169     12041
     3508     13339     11293
     3509      1932      1767
     3510      2419      2208
     3511      2421      2204
     3512     13839     13078
     3513     11430      6214
     3514      7945      7478
     3515      7283      7105
     3516      4557      4536
     3517      3162      2148
     3519      1069       562
     3520      3942      3381
     3521     12014     11223
     3522      2814      2709
     3523     13585     12959
     3524     19679     19036
     3525     13249     12730
     3526      6691      5991
     3527      5354      5166
     3528     19162     18043
     3530      2054      1694
     3531      3897      2232
     3532      9008      7979
     3533     11612     10883
     3535     11007       958
     3536      7526      6488
     3537      6933      6774
     3538      5481      5430
     3540     18159     17679
     3541      1843        83
     3542      5881      5131
     3544      8954      9322
     3545     17397     16776
     3546      6677      6712
     3547     12828      1232
     3548     18634     17825
     3549     11945     11373
     3550     19221     17525
     3552      3009      2432
     3553      9290      9312
     3554      4989      4121
     3555     11545     11016
     3556      1722       724
     3558      5616      5241
     3559      1950      1665
     3561     10791     10166
     3562      7257      3135
     3563     12806     11777
     3564      3404      2445
     3565     17859     16650
     3567     21217     20478
     3568      5780      5397
     3569     17584     16386
     3570     15126     14516
     3571     22380     21385
     3572     12782     12291
     3573      4169      3505
     3574      5111      4582
     3575      3802      3569
     3576      1951      1646
     3577      3138      2578
     3578      3044      1968
     3579      3315      3162
     3580      4625      4247
     3581     21832     21116
     3582      4875      2212
     3583     20459     19599
     3584      6765      6701
     3585      4640      3994
     3586     21467     20779
     3587      9254      8718
     3588      6684      6288
     3589     20837     19851
     3590     13451     12697
     3591      6994      6773
     3592     11165     10289
     3593      8334      8395
     3594      3057      3064
     3596      7454      5981
     3597     15438     14467
     3598     13827     13312
     3599      4290      4294
     3600      1141      1091
     3601     28563     27280
     3602     14984     14607
     3603      5998      5613
     3604      7209      6482
     3605      3859      3449
     3606      5675      5075
     3607      5944      5594
     3608      8333      6926
     3610      3229      3086
     3611      9740      8985
     3613      8674      1942
     3614      9054      8623
     3615     18868     16754
     3616      3980      3790
     3617      3326      3212
     3618     12297     11345
     3619     25051     23727
     3620      5312      4002
     3621     12826     11725
     3622     15929     15087
     3623      7341      6834
     3624     21184     20122
     3625      1761      1410
     3626      2117      1643
     3627     20079     14622
     3628      8436      5203
     3629     19168     18285
     3630     12758     11488
     3631     16262     16003
     3632     11238     10662
     3633      1771      1668
     3634      5082      4793
     3635     10597     10047
     3636      2241      1864
     3637      7967      7636
     3638      2725      2693
     3639      2753      2663
     3640      2617      2587
     3641     20079     19309
     3642      2339      1185
     3643      9191      8443
     3644      3018      2255
     3645      2912      2644
     3646      2726      2647
     3647      2728      2629
     3648     13270     11913
     3649      3217      2962
     3651      8166      7207
     3652     12681     11813
     3653      8080      7725
     3654     10889      9753
     3655      8837      8501
     3656     14925     14268
     3657     23970     22175
     3658     15003     13551
     3659      7285      7144
     3661      1840      1631
     3662      1710      1563
     3663      1668      1609
     3665     16931     15906
     3666      3773      3308
     3667      9069      5041
     3669      1588       648
     3670     17977     10864
     3671      1608      1519
     3672     11380     10911
     3673     11469     10847
     3674      1195      1102
     3675     11274     10545
     3676      6361      5963
     3677     15622     10793
     3678      7831      7470
     3679     26756     25546
     3680      7686      7457
     3681      3036      2190
     3682     10840      9989
     3683      3479      3199
     3684     19851     19211
     3685      9864      9496
     3686      8821      8297
     3687     11835     10870
     3688     10557     10460
     3689      8283      7834
     3690     20117     14045
     3691      4795      4198
     3692      2889      2747
     3693      2892      2739
     3694      2870      2706
     3695     12289     11452
     3696      8727      8101
     3697      8309      7995
     3698     14082     13619
     3699      8037      7276
     3700     28468     27845
     3701     15540     14507
     3702      4662      4444
     3704     19832     16722
     3708     10700      9639
     3709      3529      3006
     3710     12993     11962
     3711      6864      6415
     3712      2987      1366
     3713      5348      5317
     3714      9596      9254
     3715     17596      6873
     3716     15323     14285
     3717      2149      2017
     3718      1131      1079
     3719     22302     22416
     3720     11508     10595
     3721     10266      9688
     3722     13545     12499
     3723     15891     15428
     3725      7661      6636
     3727      3125      2868
     3728      7499      7214
     3729     21145     20203
     3730      5260      2020
     3731     26727     26716
     3732      4710      4295
     3733      5722      5522
     3734      2213      2017
     3735      3234      3159
     3736     10186      9662
     3737      8038      7649
     3738     12292     12126
     3739     11810     11040
     3740      1014       864
     3742      5587      5417
     3743      7077      6642
     3744      6356      5731
     3745     13068     12228
     3746      1919      1860
     3747      1929      1833
     3748      5679      5133
     3749     12083     11078
     3750     16849     15188
     3751     25390     23886
     3752      4974      4292
     3753     18240     17563
     3754      2502      1788
     3755     15396     14051
     3756     10602     10340
     3757     16480     15240
     3758     10542     10481
     3759      9943      9757
     3760      9591      9299
     3761      1826      1748
     3762      7146      7226
     3763     16795     16101
     3764     13009     10231
     3766     22502     21383
     3767     13066     11415
     3768     11505     10510
     3769      7550      6928
     3770     12926     12150
     3771     14863     12544
     3772     25022      4798
     3773      6567      6432
     3775      1282      1185
     3776     19537     18436
     3778     11056     10352
     3779     19408     19152
     3780     22167     21268
     3781     14822     14976
     3783      4219      3766
     3784      2781      2189
     3785      4890      3595
     3786     16202     15159
     3787      4425      4087
     3789     13302     12502
     3791      9206      2416
     3793      7745      7350
     3794     13684     10879
     3795     12067     11145
     3796      5394      4597
     3798     11997     11620
     3799      1623      1569
     3800      3373      3229
     3801     16488     15813
     3802      3124      2716
     3803     19636     18935
     3804     16505     16044
     3805     20536     19118
     3806      6677      5620
     3807      2497      2375
     3808      2515      2402
     3809      2254      2180
     3810     16274     15339
     3811     10718      9953
     3812      3036      2926
     3814      3251       386
     3815     15717      6545
     3817      1309       821
     3818      7410      6906
     3820     16644     15932
     3822      3293      3012
     3823      3332      3205
     3824      1081       928
     3825      8645      8080
     3826      2021       964
     3827     25289     22243
     3829      1575      1254
     3830      9173      6762
     3831     19610     17259
     3833      3213      2799
     3834     15108     14862
     3835     11621     11112
     3836      9895      9658
     3837     14516     13892
     3838      3100      2633
     3839     10480      9885
     3840      8255      8278
     3841      7482      7250
     3842      2554      2203
     3843      2430      2337
     3844      2386      2336
     3845      6968      6257
     3846     21028     19486
     3847      4543      4439
     3848      2883      2812
     3849     16084     15146
     3850     11089     11714
     3851     11444      9875
     3852     11417      9715
     3853      6813      6506
     3854     17089     16361
     3855     19047     16501
     3856      6408      6049
     3857     11732      9536
     3858     22640     10812
     3861     10702      9167
     3862      1690      1453
     3863      3958      3763
     3864     13731     13087
     3865      3348       223
     3866     14084     13054
     3868     19302     18125
     3869      3034      2615
     3870      9142      7705
     3871      3916      3697
     3872     25139     24911
     3873      8476      8057
     3874     18058     11813
     3875      2187      2049
     3876      2213      2020
     3877      2179      2058
     3878      4186      3813
     3879     10052      9198
     3880      3581      3085
     3881      9049      7842
     3882      1414      1203
     3883      1331      1238
     3884      1339      1252
     3885      1360      1270
     3886      1730       834
     3887     10297      9447
     3888      2546      2349
     3889      7983      7593
     3890     17654     17452
     3892     13302     12277
     3893     11906     12292
     3894      1574      1193
     3895      5529      4732
     3896     11491     10769
     3897      1665      1374
     3898      7074      4323
     3899     11273     10628
     3900      4891      4721
     3901     16203     15083
     3902      4231      4063
     3903      3800      3059
     3904      3932      1219
     3905      1558      1444
     3907      2915       689
     3908     12097     11458
     3909      4687      4314
     3910      9354      8855
     3911     20593     19329
     3912      4173      3891
     3913     14274     13634
     3914      1682      1548
     3915      4197      3624
     3916      8107      7197
     3917     10405      9271
     3918     20564     19501
     3919     13873     13019
     3920      3752      3580
     3921     17651     17988
     3924      8086      3971
     3925     19775     19219
     3926     19529     19199
     3927      1365      1268
     3928     13969     13379
     3929     21030      4994
     3930      3281      2876
     3931      3095      2690
     3932      5905      4936
     3933      2303      2039
     3934      2742      2426
     3935      1191      1119
     3936     15660     15314
     3937      5262      5001
     3939      4088      3895
     3940     14841     13338
     3941     14125     13922
     3942     20569     19292
     3943      2383      1916
     3944     16676     15812
     3945      2816      2227
     3946      3123      1916
     3947     17550     16869
     3950     12453     11865
     3951     14255     13721
     3952      9693      9059
     3953      2413      1267
     3954      2689      2668
     3955      8280      8523
     3956      7637      7354
     3957     17155     15964
     3958     14954     12753
     3959     17334     16774
     3960      7365      7133
     3961      2398      1492
     3962      2941      2680
     3963     26615     26235
     3964      3475      3303
     3965      3858      3620
     3966      3996      3516
     3967      1560      1495
     3968     10725      4665
     3969     11774     11214
     3970     13584     12660
     3971     17630     16541
     3972     18279     17237
     3973     11582     10931
     3974     18586     17690
     3975     12181     11891
     3976     22062     21032
     3977      2708      2491
     3978     10675     10408
     3979     11944     11113
     3980     12922     12036
     3981     13182     12526
     3982     17136     16153
     3983      5037      4812
     3984      2233      1527
     3985      9757      8274
     3986      7519      6805
     3987     22104     21133
     3988     17957     16998
     3989     11585     10037
     3990      1687      1322
     3991      4647      4351
     3992     17486     17411
     3994      7184      6515
     3996     12033     11419
     3997      4842      4419
     3998      3262      2250
     3999     15686     14673
     4000     17857      4503
     4001     12078     11141
     4002     23043     21796
     4003     21052     19901
     4004      8131      7696
     4005     21612     20764
     4006      4182      3708
     4007      2525      2357
     4008      2454      2349
     4009      5519      5282
     4010     10458      9865
     4011     10541     11108
     4013      6668      6417
     4015     19522     15963
     4016      3276      2956
     4017     12868     12012
     4018      7848      3188
     4019     20595     20133
     4020      6829      6473
     4021      4320      3644
     4022      4872      4481
     4023     20081     18719
     4026      3776      3213
     4027      3435      3218
     4028      2193      2029
     4029     21404     20578
     4031     11603     10803
     4032     18745     17127
     4033      1521      1425
     4034      2921      2531
     4035     24180     22263
     4036     23428     22420
     4037     12797     11830
     4038     11850     11803
     4039      1574      1490
     4040      1520      1406
     4041      1576      1518
     4042      1553      1505
     4043      1496      1484
     4044      1480      1469
     4045      1470      1511
     4046      2911      2579
     4047     14015     13357
     4049     11373      9328
     4050     11165     10488
     4051      2837      2489
     4053     25807     24822
     4054      7389      6904
     4055     13496     13129
     4056      7612      7233
     4057     16752     16406
     4058     13872     12811
     4059     13958     13509
     4060      4290      4114
     4061      4295      3927
     4062      6406      5748
     4063     11359     10588
     4064     11973      8223
     4065     23044     22200
     4066     16374     15844
     4067     13247     12118
     4068      3510        80
     4069      7508      7015
     4070     15239     14842
     4072      6774      6742
     4073      3217      1351
     4074     36337     36026
     4076      1131      1071
     4078      1033       556
     4081      4700      4283
     4082      3799      3370
     4083      3618      3494
     4084      2545      2432
     4085      9340      8996
     4086      1735      1359
     4087      8629      8347
     4088     11939     11471
     4089      3112      3035
     4090      3176      2912
     4091      3135      3013
     4092      3137      2343
     4093      4948      4745
     4095     16352     15354
     4096      7976      7612
     4097      7165      6477
     4098      7546      7225
     4099      4138      3734
     4100      4369      4280
     4101     14548     11534
     4103      1649      1562
     4104     19548     19097
     4105      3829      3332
     4106      2451      2051
     4107      2457      2025
     4108     15699     15301
     4109     29934     19281
     4110     22228     22479
     4111     16705     17181
     4112     10628     10271
     4113      9056      7909
     4115     10139      9996
     4116     15216     14721
     4117     10248      9665
     4119      6914      6629
     4120      4233      3971
     4121     11634     10652
     4122      2486      2428
     4123     22101     20666
     4125      6806      6158
     4126     13264     12828
     4127      7092      6930
     4129     11063     10716
     4130      3146      2935
     4131      8093      7720
     4132     19571     18735
     4133      4159      3885
     4134     14156     13261
     4135      9980      9802
     4136      3690      1697
     4137      8343      7973
     4138      4242      3978
     4139     14456     13933
     4140      2774      2133
     4141     20466     20143
     4142     30922     29652
     4143     15958     14945
     4144     14258     12903
     4145      5011      4425
     4146      6627      6333
     4148      1986      1603
     4149     18739     18273
     4150     14498     14327
     4151     12471     12465
     4152     10007      8929
     4153      4823      4658
     4154      4146      4009
     4155      8973      8733
     4156      6548      6245
     4157      3835      3397
     4159      7201      6466
     4160      4414      4037
     4161     13829     12776
     4162     12787     12266
     4164     21795     20852
     4166     17818     17403
     4167      7560      7085
     4168      9041      8686
     4169     11254      3650
     4171     14914      5207
     4172      4546      4447
     4173      5118      4915
     4174      2566      1861
     4176     12878     12136
     4177      6092      5687
     4178     13121     12413
     4179     16244     15678
     4180      4068      3717
     4181     10881     10628
     4182      4114      3927
     4183     10613     10326
     4184      8015      7692
     4185      6799      5852
     4186     10500      9716
     4187     16658     14426
     4188     15651     15292
     4190      8126      7631
     4191     14275     13793
     4193     14839     13066
     4194      6223      5654
     4195      6264      5478
     4196      5912      5409
     4197     15891     15027
     4198      2960      2781
     4199      5132      5047
     4200      5393      5034
     4201      7468      7022
     4202     14971     14077
     4203      8678      2625
     4204     16469     16037
     4205      3340      3188
     4206      7905      7767
     4207     10082      9523
     4208     12024     11844
     4209      6926      6431
     4210      3772      3733
     4211      4313      3822
     4212      6351      6002
     4213      7916      6970
     4214      7578      7573
     4215      7851      7825
     4216     19109     18441
     4217     16531     15686
     4218     13060     12849
     4220     10253      6741
     4221     10802     10748
     4222     17052     15659
     4223     11450     10849
     4224     19565     18745
     4225     13371     11960
     4226      5816      3073
     4227      5326      2535
     4228      5191      2493
     4230      1768      1128
     4231      8033      5411
     4232      7885      7061
     4234      2887      2706
     4236      1818      1714
     4237      1771      1696
     4238      1806      1707
     4239      1788      1717
     4240      1793      1691
     4241     28873     27048
     4242      9572      9716
     4243     17358     16535
     4244      8524      8313
     4245     10429      8486
     4246      4773      4386
     4247     24462     23163
     4249      3170      2677
     4250      3344      3344
     4251      9013      8582
     4252      5731      5429
     4253      1767      1196
     4255      7937      2336
     4256      1929      1140
     4257     16223     15393
     4258     16488     15675
     4259      2555      2426
     4260      2600      2459
     4261      2534      2411
     4262      1008       919
     4263      1227      1080
     4264      1186      1133
     4265     17167     16849
     4266      4349      4105
     4269      1210      1095
     4270      8017      6999
     4271      4920      4807
     4272     18160     17292
     4274     13283     13495
     4275     12287     11583
     4276      2791      2642
     4279      2641      2519
     4280      2666      2546
     4281      2949      2423
     4284      2556      2387
     4285      2607      2301
     4286      2736      2140
     4287      2638      2484
     4288      2459      2462
     4289      5618      4700
     4290      9870      9374
     4291      5781      3591
     4292     15745     15146
     4293     23007     23643
     4294     10839      7781
     4295      9516      8942
     4296     12562      4852
     4297      8616      8008
     4298     16322     15301
     4299      2581      1555
     4300      3896      3407
     4301      6480      6269
     4303      8073      7013
     4304      6750      6318
     4306      2511      1358
     4307      2408      1947
     4308      2575      1007
     4309      2421      2200
     4310     13385     12664
     4311      6851      6378
     4312     14263     12300
     4313     22051     21425
     4314     18062     10194
     4315     20337     19575
     4316      3164      2790
     4317      6494      5548
     4318     22471     21863
     4319      7178      6845
     4320     13039     11076
     4321      2662      2357
     4322      2671      2462
     4323      2499      2439
     4324      2536      2449
     4325      1519      1465
     4327     22126     21856
     4329     22391     21137
     4330      7764      7607
     4331      7312      7057
     4332      2887       601
     4333     10273      8677
     4335      9622      8851
     4337      4667      4235
     4338      8885      8509
     4339     20096     18995
     4340     14466     14076
     4341      4826      4742
     4342     17537     16685
     4343     17746     16360
     4344     13339     12668
     4345     17969     17172
     4346      9437      8177
     4347      2889      2046
     4348     11216     10595
     4349      4647      4400
     4351      3933      3695
     4352      2652      2476
     4353      9946      9943
     4354      4726      4495
     4355      5050      4379
     4356     10551     10074
     4357     10705      9609
     4358      8137      7927
     4359     26631     25667
     4360     13430     12865
     4361     17323     16806
     4362     23541     23357
     4363      5980      5117
     4364     20430     19599
     4365      5985      5653
     4367      1180      1104
     4369      2280      2136
     4370      3818      2985
     4372      6176      6123
     4373     15352     15983
     4374      8971      7475
     4375      6028      5932
     4376     11779     11242
     4377     11203     10312
     4378      5096      2618
     4379     11441     10427
     4380     11717     10769
     4381      5770      4937
     4382     13552     12301
     4383     22994     20178
     4384      3302      2571
     4385      2349      1989
     4386     14353     13627
     4387      4053      3412
     4388     24155     22745
     4389      3575      3475
     4392     10576     10047
     4393      9289      9170
     4394      8115      7934
     4395      5043      1880
     4396     19578     19009
     4397     18229     19423
     4398      3934      3558
     4400      5035      4806
     4401     21747     20734
     4402      9282      8454
     4403      9035      8679
     4404      2610      2263
     4405     27121     25683
     4406      2853      1259
     4407      6472      5983
     4408      3858      3743
     4409      2898      2771
     4412      5457      5095
     4413     12148     11733
     4414     21828     20908
     4415     13708     12112
     4416     10110      9497
     4417     20559     20176
     4418      1520      1463
     4419      4210      3982
     4421      3079      2876
     4422     21584     20857
     4423      5304      5160
     4424     20543     19566
     4425      7763      6846
     4426      4470      3369
     4427     15219     14569
     4429     18475     17677
     4430     22910     21888
     4431      2315      1976
     4432     11291     10789
     4433     11625     10539
     4434     13856     12317
     4435      8299      4870
     4436      5150      4818
     4437      1743      1103
     4438      6231      3509
     4439     14644     14128
     4440      7372      2644
     4441     16363     16200
     4442      4476      3623
     4443      1904      1733
     4444      1464      1389
     4445     22417     22451
     4446     15674     15039
     4447      1843      1482
     4449     11462     10705
     4450      8494      7770
     4451     10916     10061
     4452      7286      6684
     4453      3363      3282
     4455     10564     10205
     4456      7243      6577
     4457      7885      7019
     4458      1635      1369
     4461     17143     16706
     4462     10954     10501
     4463      7121      6692
     4464      6947      6457
     4465     22253     16712
     4466      1636      1524
     4467      5074      3153
     4468     16810     16273
     4469     15400     15736
     4470      9470      9008
     4471     16661     14268
     4472      2704      2642
     4473     28939     26753
     4474     26166     26031
     4475     24558     23838
     4476      6974      6637
     4477     21612     20948
     4478      4218      4045
     4479      1952      1972
     4480      1947      1955
     4482     15158     15157
     4483      1601       730
     4484      5980      2945
     4485     18954     17869
     4486      2897      2673
     4487     27939     28100
     4488      4493      4420
     4489      7495      6281
     4490      1745      1266
     4491     15030      6993
     4492     24216     23182
     4493     21989     20988
     4494      2114      2083
     4495      6722      6273
     4496      1923      1261
     4497      6320      5801
     4498     10988     10471
     4499      9329      8742
     4500     20708     20531
     4501      4380      4149
     4502      4355      3968
     4503     10521      7339
     4504     26031     25535
     4505      6265      6024
     4507     16193     11300
     4508      6294      5222
     4509     15013     13284
     4510      1449      1129
     4511      6473      5770
     4512      9169      8880
     4513     18104     17334
     4514      6590      2907
     4515      2859      2835
     4516      7519      7304
     4517     12062     11291
     4518     11378     10833
     4519      4275      4270
     4520     12942      9788
     4521      2540      2247
     4522      3835      3655
     4523      7889      7283
     4524     21396     21250
     4525     11484      9506
     4526      4725      2436
     4527     29865     27631
     4528      1483       489
     4529     13010     12336
     4530      4756      4628
     4531     11976     11433
     4532      7790      7081
     4533      5059      4691
     4534      3817      3672
     4535      3443      3269
     4536     21626     20711
     4538      2919      2434
     4539      1623      1360
     4540      2711      2699
     4541      8324      7109
     4542     12556     10414
     4543     16657     15956
     4544     18169     17341
     4545     18031     17602
     4546      7905      7499
     4547      8081      7826
     4548     11834      1329
     4549     15001     14684
     4550      3171      2655
     4551      1866      1815
     4552      1855      1814
     4553      1921      1783
     4554      2854      2799
     4555      7346      5985
     4556      8103      7706
     4557     11995     11811
     4558     19173     17916
     4559     19640     18699
     4560     17874     17244
     4563      4409      2680
     4564     13716     13077
     4565      2032      1063
     4566     20111     20169
     4568     15777     15429
     4569      9953      9201
     4570      9414      8318
     4571      6060      6030
     4572      3147      2961
     4573      4003      3924
     4574     16509     16009
     4575     14015     13718
     4576     13095     11044
     4577      7017      6750
     4579      8475      7449
     4580      5653      5359
     4581     15852     14343
     4582     17438     16641
     4583      4855      4586
     4585     17464     13434
     4586      4290      4032
     4588     19527     18921
     4589      2416      2326
     4591      1451      1360
     4592      1434      1374
     4593      1411      1369
     4594      1419      1365
     4595      1565      1347
     4596      1429      1355
     4597      1444      1338
     4598     12214     10904
     4599     30592     30810
     4600      2857      2760
     4601     13111     12217
     4602     17272     14107
     4603     14886     14078
     4604      6173      5625
     4606     12920     10962
     4608      4106      3830
     4609      3432      3138
     4610      4818      4126
     4611     11023     10929
     4612      8420      7864
     4613     18622     18453
     4614      7383      6789
     4615     20720     19378
     4616      5687      5637
     4617      5212      4875
     4619      4808      4498
     4620     23607     21590
     4621     14006     13490
     4623      5388      5083
     4624      6752      6412
     4625      8954      8456
     4626     12910     12546
     4627      9423      8886
     4628      3140      2710
     4629      3771      3441
     4630      7470      7241
     4631      1912      1359
     4633     20700     21017
     4634     13990     13329
     4635     17849     17309
     4636      2575       948
     4637      2387      2155
     4638     17499      8819
     4639     16382     15898
     4640      6903      6568
     4641      5442      5043
     4642      9348      8095
     4643      1223       977
     4644      5518      4934
     4645     17800     12369
     4646     22007     20087
     4647      4987      4769
     4648      7996      6576
     4649      7738      7910
     4650      7922      7899
     4651     16887      6409
     4652      1475      1381
     4653      4680      4217
     4654      5138      4685
     4655     13166     12442
     4656      6967      6205
     4657     18113     17947
     4658      5508      5137
     4659      3900      3790
     4660     15194     14536
     4661     15344     14775
     4662      5608      5114
     4663      2491      2288
     4664      3986      3616
     4665     17357     16903
     4666     20029     18964
     4667      1647      1618
     4668      1644      1601
     4669      1507      1398
     4670      1502      1412
     4671     34568     32564
     4672      8342      7060
     4673     20864     19344
     4674      7262      6752
     4675     13116     12307
     4676     22702     20585
     4677      2525      2352
     4678      5012      4767
     4679      4258      3974
     4680     21086     20434
     4681      9356      9098
     4682      8858      8632
     4683      3990      3724
     4685     18241     17225
     4686      8476      8166
     4687      6839      6362
     4689      2319       898
     4690     17782     17023
     4691      8604      7912
     4692     12715     12279
     4693      1628      1304
     4694     25383     15548
     4696      3021      3033
     4697      2911      2708
     4699      4296      3888
     4700      8584      8124
     4701      2650      2555
     4702     13062     12338
     4703      1823      1715
     4704     12722     12825
     4705     14379     13808
     4706      8980      8308
     4707     21705     20826
     4708     22596     20637
     4709     17043     16222
     4710      6357      2259
     4711     10202      9694
     4712     21675     20341
     4713      9461      9249
     4714     15294     14673
     4715      1715      1621
     4716      1729      1633
     4717      4205       964
     4718      9170      8640
     4719      5374      4819
     4720     15946     15115
     4721      9851      9351
     4722     18088     17364
     4724     11031     10704
     4725      4856      4000
     4726     23097     21409
     4727     14657     13477
     4728     15037     15149
     4729      6700      6163
     4730     11993     10209
     4731      8194      4988
     4732      3497      3292
     4733      3406      3240
     4734     18751     17027
     4735      5291      5176
     4736      4443      1299
     4738      2062      1945
     4739      1588      1178
     4740      3123      2978
     4741     19717     18925
     4742     10210     10044
     4744     18212     17266
     4745     12657     11792
     4746     25243     25318
     4747      1332       923
     4749     12191      6954
     4750      3736      1082
     4751     16129     15153
     4752      3526      3183
     4753      2211      1952
     4755      4332      4142
     4756     16010     14388
     4757      6271      5973
     4758      1122       913
     4759     20034     19026
     4760      8949      8798
     4762     14373     13317
     4763     11149     10153
     4764     11071     10645
     4765      8944      8022
     4766      4044      2448
     4767      3459      3021
     4768     10460      9434
     4769      7176      3056
     4770      5571      4825
     4771     13777     12955
     4772     23392     22960
     4773     24135     23167
     4774     12425     12332
     4776     17893     16758
     4777     19252     18511
     4778      4777      2076
     4780      8654      8346
     4781     11195     10588
     4782      3759      3202
     4783      8581      7620
     4784     16697     15026
     4786      1286       936
     4787      1276       986
     4788      5034      4182
     4789      4746      3484
     4790      9314      8382
     4791      9315      7329
     4792      6400      6214
     4793     13218     12693
     4794      6917      6114
     4795      6835      6350
     4797      4827      4880
     4798      3691      3396
     4799     10170      8967
     4800      7356      6909
     4801      9619      8970
     4805     12688     12228
     4807      3395      3294
     4808      5129      4590
     4810      4878      4133
     4811      5311      4881
     4812      6511      6357
     4813     21818     20080
     4814     15324     13914
     4815     14742     11855
     4816      7923      7224
     4817     21042     18202
     4818      5495      5569
     4820     12169     11562
     4821      4072      3894
     4822      3946      3157
     4823      8523      7968
     4824      7428      7155
