     read       raw corrected
       id    length    length
--------- --------- ---------
     5843     10992      8980
     5844      4421      4099
     5845      6542      4860
     5846      3927      1732
     5847     21600     20042
     5848      8725      8150
     5849     22337     20272
     5851      3040      2989
     5852      3125      3027
     5853      3115      2996
     5854     15466     14751
     5857     21993     21243
     5858     30625     16594
     5859     16942      8560
     5860     19410     17266
     5861     20476     15604
     5862      8945      8466
     5863      1927      1801
     5864      2680      2465
     5866      4764      4328
     5867      7842      7099
     5868     16769     16016
     5869      9600      8724
     5870     18418     15243
     5871     11874     11530
     5872      1869      1605
     5873      2242      1891
     5874     11640     11009
     5875      1390      1272
     5876      1420      1318
     5877      2634      2134
     5878      9091      8837
     5879     13266      8020
     5881      9258      7989
     5882     14938     14170
     5883     10523     10353
     5884      3336      2259
     5885     10302      9939
     5886      8491      8583
     5887      8563      8197
     5888     17312     17382
     5889      4080      3663
     5890      8458      7406
     5891     19429     16464
     5892     11223     10411
     5893      8442      7601
     5894     27048     25906
     5895      5853      5367
     5896      3468      3542
     5897      8323      7214
     5899     26387      5655
     5900     15417     14685
     5903      9795      9490
     5904     21866     21050
     5905      2203      1950
     5906     21661     19568
     5908     12699     10106
     5909      1606      1174
     5910     16846     16117
     5911      7691      7892
     5912     15996     15378
     5913      9120      8537
     5914      6400      2378
     5916     13851      4376
     5917     14866     14224
     5918      2003      1782
     5919     17121     17527
     5920      4978      3489
     5921      4986      4700
     5922      1928      1366
     5923      6860      6527
     5924      4792      4326
     5925      1362      1253
     5927     16894     16118
     5928     12891     12973
     5929      3791      3366
     5930      6716      6438
     5931     10873     11309
     5932     11015     10227
     5933      7138      6833
     5934     18672     17720
     5935     12613     11704
     5936     22727     20760
     5938      6256      6100
     5940     11764     11099
     5941      9493      8713
     5942     10242      9779
     5943     10165      9961
     5944      3160      2245
     5945      2757      2422
     5946     15243     13578
     5947     17684     16473
     5948      1479      1352
     5949      1449      1354
     5950      1438      1371
     5951      7204      6099
     5952     15365       788
     5953      4502      4463
     5954      5275      5019
     5955      2279      2221
     5956     20449     18729
     5957      3183      2942
     5958     10796     10509
     5959     11372     10837
     5960      1187       803
     5961      7383      6805
     5962     14589     11709
     5963      3085      3030
     5964      3114      3027
     5965     11000     10180
     5966      6569      6284
     5967     23617     22804
     5968     12628     11724
     5969     12827     11730
     5971     15569     13965
     5972      4253      3915
     5973      4940      4682
     5974      3077      2108
     5975      1400      1340
     5976      1364      1299
     5977      2170      1953
     5979     20063     18249
     5980      1555      1411
     5981      1501      1458
     5982      1480      1446
     5983      1491      1432
     5984      1474      1451
     5985     11784      9558
     5986      6478      5742
     5987      3651      3394
     5988      9147      8273
     5989     20178     19065
     5990     15748     14499
     5991     15637     14269
     5992     15436     14347
     5994     22626     21071
     5995      6177      5466
     5996      3533      3318
     5997     15093     14163
     5998     18114     16334
     5999      7374      7041
     6000      5448      4961
     6001      4163      3685
     6002      1247      1186
     6005      6872      1885
     6006     10297      9930
     6007      4808      3825
     6008      7947      7380
     6009      1897      1111
     6010      1963      1884
     6011      9233      9048
     6012     11977     10054
     6014      9871      9217
     6015     11994     11974
     6016     13323      7482
     6018     15557     12560
     6019     20415      7384
     6021     18109     17582
     6022     11610     11052
     6023     11410     11744
     6024     12709     11764
     6025     10477      9679
     6026      5905      5785
     6027     18969     11712
     6028     17692     16862
     6029     13770     12806
     6030      2963      2745
     6031      1593      1547
     6032      1654      1530
     6033      1607      1549
     6034     11175     10348
     6035     20461     19657
     6036     10153      9940
     6037      7264      6130
     6038      3419      3503
     6041     22822     21212
     6043     12569     11808
     6044      1539       845
     6045     11893      7862
     6047     14717     14337
     6048      7944      6651
     6049      7490      6161
     6050      8552      8354
     6051      3836      3450
     6052     12000     11520
     6053     11327     10494
     6054      9458      8414
     6055     22524     21388
     6056      6382      6044
     6057     15229     14167
     6058      4044      3838
     6059     12094     11610
     6060      1613      1470
     6061      1405      1214
     6063      2310      2129
     6064     20207     19327
     6065     13672     12940
     6066     20147     18987
     6067     18107     17137
     6068      3172      2853
     6070      6014      5764
     6071      2927      2808
     6073     14233     14230
     6074      2889      2837
     6075      2905      2839
     6076      2857      2848
     6077      1027       927
     6079      8911      8838
     6080     13922     13413
     6081      7392      6790
     6082      2724      2361
     6083     21564     20714
     6084     13955     13234
     6085      4837      4382
     6086     11967     11116
     6087     10056      9602
     6088     16210     15098
     6089      4717      4136
     6090      9074      8939
     6092     22717     20260
     6093      3665      3448
     6094     21457     20521
     6096      3941      3655
     6097      3934      3027
     6098      7803      7617
     6099     10201     10019
     6100     21387     17911
     6102     23531     21975
     6103     10777     10813
     6104      2889      2752
     6105     23018     22153
     6106      9614      9156
     6107     10023      9581
     6108     17024     15989
     6109      7721      3464
     6111     13735     13004
     6113     23804     22564
     6114     12094     11387
     6116     17331     16620
     6117     28430     23297
     6118      3653      3418
     6119      3749      3321
     6121     13019       940
     6122     18566     17821
     6123     12565     11994
     6124      6436      5831
     6125     12349     11918
     6126     22499     19535
     6129      1217       805
     6134      7225      6995
     6135      5238      5125
     6136      9594      8813
     6138      4345      4039
     6140      6102      5605
     6142     11423     10527
     6143     16745     16049
     6144      2147       867
     6145     18208     17575
     6146      5971      5820
     6147      6289      5894
     6148      6646      5894
     6149     15318     15077
     6150      9144      8691
     6151     10274     10462
     6152     13950     13027
     6153      5151      4806
     6154     11096     10321
     6155     18690     17671
     6156      5884      5752
     6159      3888      1882
     6160      3911      3751
     6161     12995     12375
     6162      3669      3439
     6163      2016      1709
     6164      9903      9305
     6165     14325     12905
     6166      5406      5288
     6167     22798     21314
     6168      7700      7574
     6169      2834      2649
     6170      8027      7529
     6171     17962     17181
     6172      2228      2137
     6173      2878      2804
     6174     11416     10679
     6175     18344     17158
     6176      8897      7842
     6177      6562      6170
     6178      1948      1793
     6179      1659      1465
     6180      5265      4981
     6181      5157      4670
     6182     10186      9316
     6183      2904      2847
     6184     10395      8547
     6185      4544      4261
     6186      2389      2193
     6187     24450     23261
     6188     16721      7152
     6189     15461     15010
     6190      7410      3502
     6192      7025      6379
     6193      3135      2312
     6194     19211     18483
     6195     16754     15338
     6196     13640     12372
     6197     18083     17497
     6198      3838      3690
     6199      6007      5151
     6200      3059      2870
     6201      4234      3986
     6202     11385     10596
     6203     11399      9995
     6204      6496       491
     6205      3302      3044
     6206      8597      4394
     6208     13921     12358
     6210      2370      2172
     6211     22133     16978
     6212      6595      6093
     6213      6304      5696
     6214      8633      8344
     6215     11427      3778
     6216     14928     13634
     6218      2315      2197
     6219      6155      5876
     6220     14797     14101
     6222     17200     16494
     6223      1500      1166
     6224      1346      1242
     6225      1354      1243
     6226      1864      1780
     6227     11616     11297
     6229      5687      5397
     6230      6883      6338
     6231     22561     13617
     6232      9394      9053
     6233      9339      9066
     6234      1571      1435
     6235      5671      5457
     6236      5999      5713
     6237      3979      3511
     6238      4062      3758
     6239     22726     20701
     6240      2971      2889
     6241      5948      4508
     6242     12287     11760
     6243      3016      2629
     6244     16213     15454
     6245     13766     13539
     6246     12621     11435
     6247      3397      3252
     6248     12228     11373
     6249      7705      7404
     6250      2880      2717
     6252      3970       993
     6253     14988     14308
     6254     19732     18499
     6255     14701     13766
     6256     14472     14047
     6257     15054     13391
     6258     13983     13009
     6259      5959      1377
     6260      5456      4451
     6261     12732     11689
     6262     27159     25717
     6263     19303     18015
     6264     19570     18852
     6265      8837      8532
     6266     14768     13850
     6267      4407      4089
     6268     18979     18495
     6269      5477      3186
     6270      5145      4629
     6271      9934      9514
     6273      1988       885
     6274     36263     19910
     6275     12812     11073
     6276      3292      3192
     6277      3352      3156
     6278      9749      8987
     6279     13507      9289
     6280      5058      4754
     6281     19326     17636
     6282      2590      2454
     6283      2533      2444
     6284      1764      1615
     6285      2453      2154
     6286      8825      8229
     6287      9050      8817
     6288      9801      9112
     6289      3857      3642
     6290     11515     11192
     6291      7042      6582
     6292     15537     14967
     6293      6473      4667
     6295      9202      8729
     6296      2908      2633
     6297     17138     15790
     6298      8248      7768
     6299      3830      3640
     6300      3444      3293
     6301     28351     24092
     6302     11794     11274
     6303      1569      1234
     6304     24103     15388
     6305      7009      6497
     6306      3910      3716
     6307      4975      4742
     6308      6977      6737
     6309     18772     17574
     6310      5598      5019
     6311      9614      8852
     6312      5356      5035
     6314     23515     18775
     6315      2482      1369
     6316      2582      2451
     6317      2577      2383
     6318     14659     12121
     6319     21841      6614
     6320      8468      7383
     6321      4182      3975
     6322      5377      4962
     6323      1162      1011
     6324      8365      7711
     6325     11415      1907
     6327     12161     11525
     6328      1549      1396
     6329      8128      6954
     6330      4394      3034
     6331     14227     13861
     6332      4593      3210
     6333      3730      3107
     6334     12605     10639
     6335     15606     15137
     6336     22408     21470
     6337     19787     14203
     6340     19079     17929
     6343     14159     14020
     6344      1589      1383
     6345      1481      1348
     6348     12180     12536
     6349      5909      5579
     6351     10542     10292
     6352     13238     12631
     6353     25075     23854
     6354      8827      8538
     6355      3893      3693
     6357      4773      4418
     6358     12236     11231
     6360      7278      6762
     6361      3161      2678
     6362      2860      2607
     6363      4937      4729
     6364      4813      4734
     6366      9567      8500
     6367      8522      8366
     6369     13403     12655
     6370      3525      3114
     6372      9768      9517
     6373      5550      5100
     6374      5500      5282
     6375     14823     13572
     6376     17130     16544
     6377     11657     10223
     6378      1694      1645
     6379     16629     15540
     6381     12754     11906
     6382     18321     17963
     6383     11636     11707
     6384      7705      7495
     6385     16111     14940
     6386     12944     12139
     6387     12250     11555
     6388     13924     13668
     6389     11515     10825
     6391     13568     12643
     6392      9023      8293
     6394      6419      6076
     6395      4285      3758
     6397     20156     18866
     6398     16756     15816
     6399     13947     12928
     6400      2793      2425
     6402     21090      1490
     6403     22430     21056
     6404     12041      8021
     6405      6192      5948
     6406     16475     16261
     6407      9582      9183
     6408     24177     23048
     6409      2718      2383
     6410      2561      2276
     6411      9633      9872
     6412     14478     14797
     6413     27689     26908
     6414     11629     11079
     6415     14147     13333
     6416      8204      7465
     6417      7438      6690
     6418      8939      7952
     6419     13865     12098
     6420     12965     12477
     6421     10369      9614
     6422     13973     13206
     6423     11898     11265
     6424     22332     20133
     6425      7253      1224
     6426     20588     20697
     6427     22111     21676
     6428      3763      3211
     6429     30361     14626
     6430     10203      9621
     6431     10535     10088
     6432     13027     12649
     6433     10721     10000
     6434     16709     16337
     6435     12671     11882
     6436      5509      5600
     6438     13684     12892
     6439     18532     18004
     6440      1729      1595
     6441     15676     15343
     6443     20304     18028
     6444      9842      9437
     6445     18222     17307
     6450     11702     11193
     6451      3993      3449
     6453     10859     10559
     6454     12028      1152
     6455     15260      7053
     6456     18031     18717
     6457      2135      1797
     6458     15718     14545
     6459     23810     23582
     6460      2476      2201
     6461     11150      5579
     6462      7217      6363
     6463      6572      6601
     6464      3691      3590
     6465      3626      3461
     6466      2255      2206
     6467     13526     13469
     6468     15972     15950
     6469     27463     26159
     6470      2377      1200
     6471      1564       903
     6472     13032     12426
     6473     16487     14314
     6475      1188       494
     6476      2446      2234
     6477      1056       690
     6478      3789      2276
     6479      5851       599
     6481      2591      2275
     6482      2488      2315
     6483      2429      2316
     6484      2626      2216
     6485      3377      3360
     6486     17237     17306
     6488     18354     17286
     6489     16884     13004
     6490      3599      3496
     6491      6184      5662
     6492     15347     14083
     6493     12245     11362
     6494     14755     12490
     6495     22580     20650
     6496      2535      2293
     6497      3400      3295
     6498     14465     14283
     6499      5160      4987
     6500      2693      2553
     6501     18237     17913
     6502      1668      1191
     6503      1325      1267
     6506     15082     13753
     6507     20527     19337
     6508     22116     21018
     6509      7564      7246
     6510      8724      8110
     6511      3536      3353
     6516      4304      4050
     6517     18799     17675
     6518      3030      2317
     6519     17483     15461
     6520      2965      2897
     6521      2950      2432
     6522      3170      2679
     6523      4002      3772
     6524      7550      7654
     6525     16311     15584
     6526     13081     12286
     6527      8701      7750
     6528      1911      1079
     6529     11498     10273
     6530     14474     12060
     6531      2713      2521
     6534      1728      1553
     6535      9430      8733
     6536      2199      1799
     6537      9667      8671
     6538     13215     10320
     6539     22879     23086
     6540      1874      1671
     6541      1722      1652
     6542      8199      7681
     6543      3070      2954
     6544      6909      6531
     6545      7404      6754
     6546      3161      3098
     6549      6593      6057
     6551      1945      1526
     6552     14965     14430
     6553      1080      1028
     6554      2871      1407
     6555      1685      1263
     6556      8354      7826
     6557      8653      8394
     6558     12400     11477
     6559      6431      6208
     6560     16042     15715
     6561      9094      8532
     6562      7736      7258
     6564     22384     21509
     6565     15795     15617
     6566      6948      6603
     6567      8066      6554
     6568     32222     17504
     6570      2308      1780
     6571      8682      7980
     6572     19160     17563
     6573      1766      1670
     6575      5669      2515
     6576      1836       948
     6578      3480      3171
     6580      5707      5329
     6581     12187     11689
     6582     25991     25313
     6583     17016     16003
     6584      7323      6866
     6585      8108      7461
     6586      2824      2836
     6587      2806      2767
     6588      2021      1053
     6589     15133     14021
     6590     18163     17834
     6591     18288     17848
     6592      9553      8888
     6593     17810     16315
     6596      5867      5448
     6598      2110      2006
     6599      2114      1971
     6601      3005      1599
     6602     10720     10345
     6603     11749     11529
     6604      9860      8036
     6605      8860      8047
     6606     10779      9728
     6607     14096     13210
     6608     12891     11983
     6609      5517      3869
     6610      2515      2365
     6611      7585      7176
     6612      7376      6745
     6613      9160      7001
     6614     10104      9622
     6615     11066      5945
     6616     17660     17558
     6617      9749      8954
     6618     16480     15715
     6619     13616     13096
     6620      5256      5037
     6622      3694      3473
     6624      4572      4118
     6626     16351     16132
     6627      9368      8713
     6628      7708      7233
     6629      9689      9456
     6631      2216      1713
     6632      9255      8458
     6633      3049      2733
     6635      1745      1582
     6636      5113      4972
     6637      4258      4112
     6638      2362      2176
     6639     12774     12001
     6640     12200     11284
     6641      1562      1477
     6642     19348     18918
     6643      9579      9004
     6644      3027      2673
     6645     13513     13051
     6646      6998      7000
     6647      8528      8298
     6648     16181     15494
     6649      7024      6886
     6650     18133     16886
     6651      2379      2268
     6652     19671     16441
     6653      8667      7930
     6654      4885      4410
     6655     10735     10367
     6656     12222     11790
     6657     14118     13222
     6658     22985     22247
     6659     14182     13772
     6660      3263      3029
     6661      7192      6093
     6662      6123      4717
     6663      5725      5481
     6664      5038      4815
     6665      5508      5338
     6666      1972      1605
     6668      8186      7499
     6669      1090       918
     6670     16130     15248
     6671      2242       669
     6672     20242     18816
     6673     15578     14435
     6674      9182      8318
     6675      3481      3264
     6676      4290      4227
     6677     21271     20232
     6678     16003     15419
     6679      3361      3110
     6680      8393      8823
     6681      2097      1546
     6683     10054      9559
     6684      6732      6248
     6685     18231     17893
     6686      1521      1408
     6687     21280     20245
     6689      4838      4762
     6690     13374      8039
     6691     16906     15162
     6692      1332       949
     6693      1226       795
     6694     20839     20607
     6695      8063      7296
     6696      6850      3346
     6697     11372     10658
     6698      8979      8231
     6699      4191      4040
     6700     10426      9697
     6701     20626     19664
     6702      8158      7773
     6703     14975     14334
     6704      7758      7308
     6705      8957      8519
     6706     15154     12175
     6707      6175      5943
     6708     14285     13402
     6709      1566      1452
     6710     11731     11093
     6711      9043      8590
     6713      9337      9027
     6714      4986      4412
     6715     11731     11184
     6716     21925     20249
     6717     16002     15613
     6718     26737     24997
     6719      8325      5484
     6720     16894     16427
     6721      6448      6113
     6722      9177      7099
     6723      2212      1419
     6724      9522      9734
     6725     12791     11203
     6726     21068     20233
     6727      4971      4855
     6728      6953      6346
     6729      7491      5663
     6730      9779      8854
     6731     19108     17783
     6732     17521     16347
     6733      9074      8318
     6734      5239      4878
     6735      8400      7944
     6736     19449     20358
     6737     10582     10213
     6738     12111      7840
     6739      4064      3846
     6741      3571      3417
     6742      8574      7242
     6743      9140      8699
     6744      2650      1096
     6745      7721      3092
     6747      9173      8448
     6748      3021      2637
     6749     14538     14207
     6751      5114      4849
     6752     18898     17527
     6753     11418     11236
     6754      3572      3130
     6755      9157      8697
     6756     23385     21928
     6758     15310      7985
     6759     15830     12229
     6760      2061      2001
     6761      2265       414
     6762      1833      1466
     6763     21833     20780
     6764     10878      9686
     6765     15543     15142
     6766     17574     16838
     6767      5561      5247
     6768      5853      5458
     6769      6497      5726
     6771      2994      1542
     6772     13710     13887
     6773      8948      8574
     6774     10042      9697
     6776     21299     20393
     6777     34822     29566
     6778     13899     13611
     6779      3389      3304
     6780     27662     25630
     6781     19221     18125
     6782     12271     11629
     6783     20634     19758
     6784     13001      3003
     6785     12331     11834
     6786      5642      4996
     6787      8326      7757
     6788      7818      7487
     6789      2022       840
     6790     10539      9894
     6791      6087      4606
     6793     14364     13464
     6794     12560     12804
     6795      5573      5356
     6796     10507      7187
     6798      5234      4501
     6800     11655     10282
     6802      2585      1927
     6803     16091     15507
     6804     11718     11305
     6805      8312      7578
     6806      7520      7151
     6807     14317      5623
     6809     10932      5052
     6810     20892     19620
     6811      6607      5712
     6812     12309     11593
     6813      3304      2566
     6814      2720      2269
     6815      3834      3480
     6817      5283      5088
     6819      5924      5111
     6821     13420     13165
     6822     23638     22295
     6823     11553     11190
     6824     17278     15702
     6825      2438      2274
     6826      3832      3708
     6827      3849      3665
     6828     17277     16089
     6829     23862     22948
     6830      6619      6367
     6831      5377      3069
     6832     11650     11158
     6833      6110      5450
     6834      8448      7866
     6835     18981     19320
     6836      8248      8296
     6837      9426      8687
     6838      4413      3665
     6839     14881     13972
     6840      2004      1911
     6841      9932      9284
     6842      3754      3443
     6843      2659      2420
     6844      7789      7733
     6845      6955      6115
     6846      1230      1069
     6847      8144      7388
     6849      1295      1100
     6850     23781     22808
     6851     20497     19549
     6852      9344      6172
     6853      2207      1776
     6854     12803     11741
     6855     15979     15325
     6856     10865     10061
     6859     13100     11405
     6860      4004      3659
     6861      4278      4043
     6862      9581      8862
     6863     11873     12321
     6864      5219      5063
     6865      3189      2393
     6866     11336     10166
     6867     18877     17923
     6868      6150      6294
     6870     20844     19094
     6871     10317      9803
     6873      1553      1416
     6874      1558      1443
     6875      5026      2316
     6876      3095      2938
     6877      1992      1955
     6878      1986      1929
     6879      2069      1950
     6880     10397     10054
     6881      4857      3441
     6882      9904      8361
     6883      6635      6204
     6884      5050      3694
     6885      5353      5123
     6886      4453      2841
     6887      1809      1594
     6888      8822      7713
     6889     36205     14406
     6890     16412     15864
     6891     19544     15951
     6892      5723      5403
     6893     13851     12228
     6894     14852     14373
     6895      8962      8535
     6896      7123      7085
     6898      6549      6349
     6899     12424     11723
     6900     12083     11138
     6901      3828      3534
     6902      2475      2445
     6903      2433      2427
     6904      2457      2443
     6905      2449      2436
     6906      2398      2430
     6907      2168      2093
     6908      1180      1095
     6909     14648      2273
     6910      7536      6518
     6911      4366      4020
     6912     12484     11544
     6913      8254      8091
     6914     22515     20890
     6916      6992      6492
     6917      2473      1759
     6918     12532     11499
     6919      4994      3568
     6920      3535      2829
     6921      3773      2618
     6922     19442     20298
     6923      1241      1187
     6925      3867      2067
     6926     11320     10642
     6927     14623     13615
     6928      3588      3357
     6929      2624      2343
     6930     13207     12408
     6931      3227      3020
     6932     14369     14053
     6933     18588     17084
     6934     16534     15783
     6935      5542      5117
     6936     12862     12085
     6938      4273      3584
     6939      6087      6087
     6940      1365      1337
     6941      1351      1320
     6942      1390      1342
     6943      1377      1338
     6944      1350      1320
     6945      1442      1325
     6946      1331      1311
     6947     10253      8448
     6948     18781     17508
     6949     16941     15303
     6950      8436      7761
     6951      1280       676
     6952      6453      5259
     6953     13557     10100
     6954     16915     16373
     6955      9805      9050
     6956     10712     10704
     6957      2448      2347
     6958      5142      4678
     6959     22063     20517
     6960     10852     10221
     6961     18179     16694
     6962      2907      2298
     6963     20059     17695
     6964      6181      5845
     6965     15742     14967
     6966     18336     17413
     6967     12943     11201
     6968      8714      8557
     6969      3082      2732
     6970     15848     15242
     6971     10023      9470
     6972      9443      8955
     6973      6931      5929
     6974      5607      5498
     6975      6234      6111
     6976     11826     11018
     6977      5252      4657
     6978     11616     11235
     6979     20105     18094
     6980     13504     10160
     6982      9302      8929
     6983     14271     13588
     6985     22440     21294
     6986      7502      6959
     6987     11059     10157
     6988     17639     15378
     6989     10558      9997
     6990     15179     11419
     6991      7312      6819
     6992      1036       981
     6994     10963     10909
     6995     22525     20155
     6996      2189      2102
     6997      5825      5683
     6998      1085      1009
     6999     23561     23441
     7000     11434      9967
     7001     18120     17037
     7002      4687      3980
     7003      9911      9511
     7004     16797     15735
     7005     12511     11306
     7006     17939     16266
     7007     20436     17615
     7008      6853      7029
     7009      6910      7216
     7010      5478      5189
     7011      2061      1634
     7012      1956      1835
     7013      6598      6461
     7014      6591      6457
     7015     16753     14117
     7016      1556      1018
     7017     13920     13360
     7018      3479      3396
     7019     17093     16474
     7022     12019     10280
     7023      2361      2326
     7024      2477      2336
     7025     24013     22321
     7027      3136      2677
     7028      9245      8105
     7030     23891     22288
     7031     13280     13291
     7032      5207      5074
     7033      9863      9190
     7034     12121     12106
     7035     10340      6904
     7036      1544      1286
     7037      1442      1327
     7038      1400      1330
     7039      1456      1355
     7040      1357      1321
     7041      3144      2263
     7042     18189     15779
     7043      9825      4370
     7044      8856      8085
     7045      7222      6760
     7047      7447      5436
     7049     18781     18036
     7050      5143      4972
     7051      7798      7376
     7052      2692      1444
     7053      8374      4472
     7054      6797      6617
     7055     11665     11040
     7056      3451      3012
     7057     25836     22926
     7058     14587     14048
     7059      6913      6278
     7060      4548      4054
     7061     19197     19117
     7062     23221     20038
     7063     15056     13880
     7064     23005     21094
     7065      2299      2144
     7066      3706      3503
     7067     16156     15290
     7068      9247      9130
     7069      2231      1938
     7070     11136      8720
     7071      3395      3009
     7072      2351      2214
     7073     18454     17649
     7074      7279      6881
     7076      9380      9341
     7077     38239     36406
     7078      2002      1885
     7079     18469      8264
     7080      9922      9213
     7081      2741      2523
     7082      2712      2452
     7083      5154      2329
     7085      8331      7174
     7086      9270      8775
     7088     10003      9076
     7089     11332     11323
     7090     21336     20347
     7091     25223     24564
     7092     33988     31760
     7093     17751     17136
     7095      4084      2654
     7097     27781     26713
     7098     14187      5235
     7099     11112     10711
     7101      3266      2894
     7104     16420     14610
     7106     18149     17127
     7107     19286     18657
     7108     10940     10343
     7109     14392     13690
     7111      5083      2077
     7112     10140      9690
     7113      7015      6681
     7114     14384     13165
     7115      9861      8409
     7116      1906      1032
     7117      1886      1413
     7118     15542     14739
     7119     12482     11508
     7121      7530      6075
     7122      9964      9442
     7123     20476     16294
     7124     13948     12519
     7126     10785     10252
     7127      2544      2420
     7128      2649      2398
     7129      2779      2268
     7130      2616      2411
     7131     13126     11777
     7132     17713     17964
     7133      4891      4602
     7135      4968      4025
     7136      1079       532
     7137      6279      6135
     7138      9705      9017
     7139      2143      1727
     7141     20263     19237
     7143     21907     20819
     7144     12915     12097
     7145     14841     14389
     7146      4435      3862
     7147      8122      7615
     7148     24412     22466
     7149      9996      9820
     7150      7181      6411
     7151      1147       792
     7152      3150      3012
     7153     19019     17195
     7154      5458      5342
     7155      1565      1330
     7156      2193      1565
     7157     11753     11408
     7158      3437      2880
     7159      4507      4294
     7161      4873      4189
     7162      5167      4870
     7164      2330      2019
     7165     14262     14723
     7166     16901     17665
     7168     16289     15561
     7169      1381      1151
     7170      3785      3645
     7171      4578      4213
     7172     12611     11161
     7173      8964      8784
     7174     13881     13165
     7175      3983      3784
     7176      7525      7147
     7177      6748      6227
     7178      8050      6785
     7179     19605     20345
     7180      3338      3313
     7181     16497     14822
     7182      5620      5152
     7183      1338      1144
     7184     11573     10958
     7185      7226      6657
     7187     14641     13841
     7188     23176     20956
     7189     18285     17608
     7190      9268      9027
     7191      2576      2415
     7192      5254      4765
     7193      3900      3650
     7194      5633      5337
     7196     13543     13052
     7197      7834      7567
     7198     17237     16691
     7199     19995     19406
     7200      5362      4677
     7201      8970      7203
     7204     11506     10424
     7205      1764      1622
     7206      4592      4491
     7207     19656     19015
     7208      5034      4458
     7209      2638      2337
     7211     20753     19753
     7212      4516      4115
     7213     11891     10080
     7214      3905      3742
     7215      6053      5452
     7216      6840      6028
     7217     20502     12311
     7218      2799      2631
     7219      2822      2672
     7220      2701      2577
     7221      2790      2673
     7222      3183      2008
     7223      8398      7785
     7224     23634     23273
     7225     11144     10400
     7226      3285      1331
     7227      3036      2386
     7228     14821     14033
     7229      1383      1268
     7230      4683      4197
     7231     15876     14960
     7232      5971      5763
     7233      1224       942
     7234     10602      9914
     7235      5382      5059
     7236      7818      7389
     7237      5427      5397
     7238     18359     17082
     7239      7346      3497
     7240     11068     10750
     7241     10063      9333
     7242     18795     17201
     7243     15651     15388
     7244      1385      1150
     7246     27476     26152
     7248      3427      2956
     7249     10278      9662
     7250      2934      2800
     7251      2979      2825
     7252      3047      2817
     7253      3221      2835
     7254      2063      2005
     7255     15044     15251
     7256     16627     15859
     7257     12835     12136
     7258      1781      1647
     7259      6150      5364
     7260      2293      2206
     7261      8511      7272
     7262      7778      7390
     7263      3121      3040
     7264      2792      2757
     7265     10612      9187
     7266      5728      5585
     7268      4855      4580
     7269      8744      7847
     7270     14853     13148
     7271      9878      9112
     7272     11315     10598
     7273      7178      6421
     7274     12816     10513
     7276      5012      5097
     7278      7015      6787
     7279      2375      2096
     7280     13119     10838
     7281      7067      6348
     7282      5915      5841
     7283      8836      7952
     7285      2886      2287
     7286      4957      4374
     7287     17985     16784
     7288     11326     10150
     7289      4650      3924
     7290      5483      4694
     7291     11315     10330
     7292      8954      8143
     7293      7764      7434
     7294     17918       553
     7295      5514      5277
     7296      4059      3628
     7297     18577     17233
     7298     20971     19884
     7299      6127      5595
     7300     16948     15956
     7301      4676      1751
     7303     19965     17496
     7304     14796     13467
     7306      3339      1072
     7308      5881      5195
     7309     11740     11225
     7310      4531      3954
     7311     14573     12176
     7312      7016      6792
     7313      3632      3550
     7314     28823     27458
     7315      8625      8150
     7316      3832      3397
     7317     22492     21664
     7318      4271      3440
     7319      3322      3221
     7320      9397      9118
     7321     12962     12371
     7322     15058      7198
     7323      3774      3565
     7324      2691      2399
     7325      8675      8020
     7326      4556      4455
     7328     25328     20348
     7329      8006      7450
     7330      2950      2570
     7331     25028     23982
     7332      6530      6301
     7333      7171      7120
     7334     11070     10591
     7336      5511      5141
     7337      4211      4055
     7338     17147     16443
     7339      2708      2543
     7340     18368     17050
     7341      5689      5493
     7342     11108     10434
     7343     23819     24064
     7344     10575     10701
     7345      2549      1993
     7346      2566      2439
     7349     14208     12496
     7350      5138      4415
     7351      3535      3346
     7354     19793     18738
     7355     18839     17729
     7356      9506      9331
     7357     15751     14968
     7358      3257      3054
     7360      4260      3936
     7361     21083     15720
     7362     16210     14968
     7363      3869      3236
     7364     17224     12919
     7365     20604     19656
     7366     14252     14176
     7367     21393     20398
     7368      3992      3836
     7369      3943      3686
     7370      1512      1313
     7371     12530     12294
     7372     18007     15712
     7373      1962      1775
     7374     16083     13981
     7375     16181     15681
     7376      7803      7550
     7377      4354      2741
     7378     15403     14616
     7380     26609     24969
     7382     10965      9996
     7383      4712      3850
     7384      7325      7015
     7385      7732      7711
     7386      2784      2516
     7387     14222     13452
     7388     21571     20125
     7389     12782     11626
     7390      7865      7214
     7391     13881     12894
     7392     10264      8982
     7393     17320     16622
     7394     19942      8803
     7395      7899      7441
     7396      4816      4431
     7397      9377      8836
     7398      5251      4847
     7399      9646      9275
     7400     11230      9632
     7401      3460       937
     7402     11444     11071
     7403     18822     18030
     7404      3897      3381
     7405      8955      8571
     7406      2036      1096
     7408      2086      1487
     7410      5374      4792
     7411     10627      9514
     7413      2482      1891
     7414     14717     14331
     7415     10749      7258
     7416     19707     19837
     7418      6163      5327
     7419     13571     12161
     7420      5693      5246
     7421     15478     14094
     7422     20157     19613
     7423      4046      2849
     7425      1917      1852
     7426      1924      1853
     7427      1894      1797
     7428     23828     23179
     7429      6768      6607
     7431      5871      5489
     7432     17125     16478
     7433     29920     28093
     7434     23111     21662
     7435      4936      4973
